date,tavg,dewpoint,preciptotal,wetbulb
2007-07-03,72.0,57,0.4,63.0
2007-07-03,73.0,56,0.09,63.0
2007-07-04,77.0,65,0.16,69.0
2007-07-04,76.0,65,0.66,69.0
2007-07-05,80.0,60,0.0,67.0
2007-07-05,79.0,60,0.0,67.0
2007-07-06,76.0,57,0.0,64.0
2007-07-06,76.0,57,0.0,65.0
2007-07-07,77.0,63,0.0,69.0
2007-07-07,78.0,62,0.0,68.0
2007-07-08,85.0,67,0.0,72.0
2007-07-08,84.0,67,0.0,72.0
2007-07-09,82.0,66,0.3,70.0
2007-07-09,83.0,67,0.24,71.0
2007-07-10,79.0,67,0.43,70.0
2007-07-10,80.0,67,0.08,71.0
2007-07-11,70.0,51,0.0,59.0
2007-07-12,71.0,51,0.0,59.0
2007-07-12,70.0,51,0.0,60.0
2007-07-13,68.0,52,0.0,58.0
2007-07-13,67.0,53,0.0,59.0
2007-07-14,73.0,55,0.0,62.0
2007-07-14,74.0,55,0.0,62.0
2007-07-15,71.0,53,0.0,61.0
2007-07-15,72.0,52,0.0,61.0
2007-07-16,74.0,60,0.39,65.0
2007-07-16,74.0,60,0.07,65.0
2007-07-17,76.0,66,0.11,69.0
2007-07-17,76.0,65,0.11,69.0
2007-07-18,77.0,68,1.55,71.0
2007-07-18,77.0,69,0.92,71.0
2007-07-19,73.0,63,0.16,66.0
2007-07-19,73.0,62,0.01,66.0
2007-07-20,67.0,53,0.0,59.0
2007-07-20,68.0,52,0.0,59.0
2007-07-21,66.0,52,0.0,58.0
2007-07-21,67.0,52,0.0,59.0
2007-07-22,70.0,55,0.0,61.0
2007-07-22,71.0,54,0.0,61.0
2007-07-23,72.0,55,0.0,63.0
2007-07-23,73.0,55,0.0,63.0
2007-07-24,74.0,58,0.0,64.0
2007-07-24,74.0,57,0.0,64.0
2007-07-25,78.0,61,0.0,67.0
2007-07-25,77.0,60,0.0,66.0
2007-07-26,75.0,65,0.19,68.0
2007-07-26,74.0,65,0.89,68.0
2007-07-27,77.0,68,0.17,70.0
2007-07-27,77.0,67,0.04,70.0
2007-07-28,73.0,65,0.0,68.0
2007-07-28,75.0,65,0.0,68.0
2007-07-29,74.0,57,0.0,64.0
2007-07-29,76.0,56,0.0,64.0
2007-07-30,76.0,55,0.0,64.0
2007-07-30,76.0,57,0.0,65.0
2007-07-31,80.0,61,0.0,68.0
2007-07-31,79.0,60,0.0,68.0
2007-08-01,81.0,62,0.0,69.0
2007-08-01,80.0,63,0.0,70.0
2007-08-02,81.0,66,0.0,71.0
2007-08-02,82.0,66,0.0,72.0
2007-08-03,80.0,56,0.0,66.0
2007-08-03,81.0,58,0.0,67.0
2007-08-04,73.0,58,0.03,64.0
2007-08-04,75.0,58,0.02,65.0
2007-08-05,78.0,71,1.43,73.0
2007-08-05,78.0,71,0.97,72.0
2007-08-06,81.0,72,0.26,74.0
2007-08-06,80.0,72,0.05,74.0
2007-08-07,82.0,73,1.31,76.0
2007-08-07,83.0,73,0.06,76.0
2007-08-08,80.0,71,0.06,73.0
2007-08-08,81.0,72,0.09,74.0
2007-08-09,78.0,71,0.05,73.0
2007-08-09,79.0,71,0.46,73.0
2007-08-10,78.0,68,0.0,72.0
2007-08-10,80.0,69,0.0,72.0
2007-08-11,78.0,65,0.0,70.0
2007-08-12,78.0,67,0.29,71.0
2007-08-12,78.0,67,0.23,70.0
2007-08-13,73.0,57,0.0,64.0
2007-08-13,75.0,54,0.0,63.0
2007-08-14,75.0,67,0.41,70.0
2007-08-14,75.0,66,0.45,69.0
2007-08-15,76.0,67,0.23,70.0
2007-08-15,77.0,69,0.83,71.0
2007-08-16,71.0,64,0.0,67.0
2007-08-16,72.0,65,0.0,68.0
2007-08-17,70.0,54,0.0,61.0
2007-08-17,73.0,54,0.0,62.0
2007-08-18,64.0,54,0.09,58.0
2007-08-18,65.0,54,0.42,58.0
2007-08-19,65.0,62,1.33,64.0
2007-08-19,66.0,63,1.33,64.0
2007-08-20,73.0,68,0.91,69.0
2007-08-20,72.0,69,0.48,70.0
2007-08-21,78.0,70,0.0,72.0
2007-08-21,77.0,70,0.01,72.0
2007-08-22,80.0,71,0.37,73.0
2007-08-22,80.0,70,0.88,73.0
2007-08-23,78.0,69,2.35,71.0
2007-08-23,80.0,69,1.96,71.0
2007-08-24,75.0,67,0.24,69.0
2007-08-24,75.0,67,0.2,69.0
2007-08-25,72.0,63,0.34,66.0
2007-08-25,71.0,63,0.25,66.0
2007-08-26,70.0,55,0.0,61.0
2007-08-26,70.0,55,0.0,62.0
2007-08-27,70.0,60,0.0,64.0
2007-08-27,71.0,59,0.0,64.0
2007-08-28,79.0,66,0.0,70.0
2007-08-28,80.0,65,0.0,70.0
2007-08-29,77.0,65,0.0,69.0
2007-08-29,78.0,64,0.0,69.0
2007-08-30,66.0,54,0.0,60.0
2007-08-30,68.0,54,0.0,61.0
2007-08-31,67.0,52,0.0,59.0
2007-08-31,67.0,54,0.0,60.0
2007-09-01,69.0,55,0.0,61.0
2007-09-01,70.0,56,0.0,62.0
2007-09-02,73.0,57,0.0,63.0
2007-09-02,73.0,56,0.0,63.0
2007-09-03,77.0,61,0.0,67.0
2007-09-03,76.0,61,0.0,67.0
2007-09-04,76.0,60,0.0,66.0
2007-09-04,79.0,59,0.0,67.0
2007-09-05,78.0,63,0.0,69.0
2007-09-05,82.0,62,0.0,69.0
2007-09-06,78.0,67,0.18,70.0
2007-09-06,79.0,66,0.08,70.0
2007-09-07,77.0,68,0.19,70.0
2007-09-07,78.0,67,0.67,70.0
2007-09-08,71.0,57,0.0,63.0
2007-09-08,73.0,58,0.0,64.0
2007-09-09,72.0,59,0.0,63.0
2007-09-09,71.0,59,0.0,64.0
2007-09-10,64.0,58,0.36,60.0
2007-09-10,64.0,59,0.25,62.0
2007-09-11,61.0,44,0.0,52.0
2007-09-12,57.0,42,0.0,49.0
2007-09-12,56.0,43,0.0,50.0
2007-09-13,64.0,45,0.0,54.0
2007-09-13,66.0,43,0.0,54.0
2007-09-14,56.0,39,0.0,48.0
2007-09-14,57.0,40,0.0,49.0
2007-09-15,50.0,33,0.0,43.0
2007-09-15,52.0,35,0.0,45.0
2007-09-16,58.0,40,0.0,49.0
2007-09-16,61.0,38,0.0,50.0
2007-09-17,66.0,49,0.0,57.0
2007-09-17,68.0,48,0.0,57.0
2007-09-18,76.0,58,0.0,65.0
2007-09-18,78.0,57,0.0,65.0
2007-09-19,75.0,59,0.0,65.0
2007-09-19,76.0,59,0.0,65.0
2007-09-20,69.0,59,0.0,63.0
2007-09-20,70.0,59,0.0,64.0
2007-09-21,76.0,59,0.0,66.0
2007-09-21,79.0,59,0.0,66.0
2007-09-22,63.0,43,0.0,53.0
2007-09-22,65.0,45,0.0,55.0
2007-09-23,67.0,50,0.0,58.0
2007-09-23,69.0,50,0.0,59.0
2007-09-24,79.0,63,0.0,68.0
2007-09-24,81.0,62,0.0,69.0
2007-09-25,74.0,65,0.27,69.0
2007-09-25,75.0,66,0.01,69.0
2007-09-26,61.0,50,0.09,55.0
2007-09-26,62.0,51,0.14,56.0
2007-09-27,62.0,49,0.0,55.0
2007-09-27,63.0,49,0.0,55.0
2007-09-28,63.0,46,0.0,53.0
2007-09-28,63.0,46,0.0,54.0
2007-09-29,65.0,46,0.0,55.0
2007-09-29,67.0,45,0.0,55.0
2007-09-30,71.0,49,0.14,59.0
2007-09-30,73.0,48,0.14,59.0
2007-10-01,64.0,59,0.29,61.0
2007-10-01,64.0,59,0.17,61.0
2007-10-02,68.0,59,0.09,63.0
2007-10-02,70.0,59,0.11,63.0
2007-10-03,65.0,48,0.0,56.0
2007-10-03,65.0,47,0.0,56.0
2007-10-04,67.0,56,0.0,61.0
2007-10-04,70.0,56,0.0,62.0
2007-10-05,73.0,65,0.0,68.0
2007-10-05,77.0,65,0.06,69.0
2007-10-06,78.0,67,0.0,70.0
2007-10-06,80.0,66,0.0,71.0
2007-10-07,77.0,66,0.0,70.0
2007-10-07,79.0,65,0.0,70.0
2007-10-08,74.0,61,0.0,66.0
2007-10-08,75.0,60,0.0,66.0
2007-10-09,63.0,44,0.0,53.0
2007-10-09,64.0,44,0.0,53.0
2007-10-10,51.0,38,0.0,44.0
2007-10-10,50.0,37,0.0,44.0
2007-10-11,50.0,39,0.0,45.0
2007-10-11,52.0,39,0.0,45.0
2007-10-12,49.0,35,0.0,43.0
2007-10-12,51.0,35,0.0,43.0
2007-10-13,50.0,41,0.0,47.0
2007-10-13,52.0,40,0.0,47.0
2007-10-14,57.0,49,0.15,53.0
2007-10-14,59.0,47,0.01,52.0
2007-10-15,63.0,52,0.07,57.0
2007-10-15,66.0,50,0.04,57.0
2007-10-16,60.0,54,0.24,57.0
2007-10-16,62.0,55,0.19,58.0
2007-10-17,60.0,53,0.04,57.0
2007-10-17,62.0,53,0.11,57.0
2007-10-18,69.0,56,0.3,61.0
2007-10-18,70.0,57,0.34,62.0
2007-10-19,56.0,48,0.01,52.0
2007-10-19,57.0,48,0.0,52.0
2007-10-20,60.0,43,0.0,52.0
2007-10-20,61.0,43,0.0,52.0
2007-10-21,70.0,47,0.0,57.0
2007-10-21,70.0,46,0.0,56.0
2007-10-22,57.0,47,0.16,50.0
2007-10-22,57.0,47,0.15,51.0
2007-10-23,51.0,36,0.0,44.0
2007-10-23,50.0,39,0.03,45.0
2007-10-24,49.0,35,0.0,42.0
2007-10-24,49.0,35,0.0,43.0
2007-10-25,50.0,39,0.0,46.0
2007-10-25,51.0,40,0.0,46.0
2007-10-26,59.0,48,0.33,52.0
2007-10-26,60.0,49,0.41,52.0
2007-10-27,46.0,38,0.01,45.0
2007-10-27,48.0,41,0.08,46.0
2007-10-28,45.0,30,0.0,39.0
2007-10-29,50.0,32,0.0,42.0
2007-10-30,54.0,38,0.0,46.0
2007-10-30,54.0,37,0.0,46.0
2007-10-31,52.0,37,0.0,46.0
2007-10-31,53.0,38,0.0,46.0
2008-05-01,61.0,51,0.0,56.0
2008-05-01,61.0,51,0.0,57.0
2008-05-02,63.0,55,1.28,58.0
2008-05-02,65.0,56,0.74,60.0
2008-05-03,50.0,41,0.0,46.0
2008-05-03,50.0,42,0.01,46.0
2008-05-04,52.0,34,0.0,45.0
2008-05-04,53.0,33,0.0,45.0
2008-05-05,63.0,38,0.0,50.0
2008-05-05,62.0,38,0.0,50.0
2008-05-06,64.0,44,0.0,55.0
2008-05-06,67.0,43,0.0,55.0
2008-05-07,60.0,52,0.76,56.0
2008-05-07,61.0,53,0.71,56.0
2008-05-08,52.0,35,0.0,44.0
2008-05-08,53.0,36,0.0,45.0
2008-05-09,50.0,34,0.0,43.0
2008-05-09,50.0,35,0.0,44.0
2008-05-10,50.0,37,0.0,45.0
2008-05-10,51.0,39,0.0,46.0
2008-05-11,52.0,43,0.95,47.0
2008-05-11,54.0,44,1.46,48.0
2008-05-12,48.0,38,0.0,43.0
2008-05-12,47.0,39,0.0,43.0
2008-05-13,57.0,45,0.08,51.0
2008-05-13,59.0,45,0.32,52.0
2008-05-14,55.0,48,0.02,52.0
2008-05-14,54.0,49,0.02,52.0
2008-05-15,50.0,37,0.0,45.0
2008-05-16,57.0,41,0.0,50.0
2008-05-17,63.0,41,0.12,52.0
2008-05-17,62.0,41,0.26,52.0
2008-05-18,50.0,39,0.0,45.0
2008-05-18,50.0,40,0.0,46.0
2008-05-19,50.0,33,0.0,43.0
2008-05-19,51.0,34,0.0,44.0
2008-05-20,57.0,37,0.0,47.0
2008-05-21,54.0,36,0.0,46.0
2008-05-21,55.0,36,0.0,46.0
2008-05-22,52.0,38,0.0,45.0
2008-05-23,52.0,39,0.0,45.0
2008-05-23,54.0,40,0.0,46.0
2008-05-24,54.0,40,0.0,48.0
2008-05-24,56.0,38,0.0,48.0
2008-05-25,61.0,50,0.0,57.0
2008-05-25,65.0,48,0.0,57.0
2008-05-26,64.0,60,0.48,64.0
2008-05-26,69.0,60,0.0,65.0
2008-05-27,46.0,35,0.0,42.0
2008-05-27,49.0,36,0.0,43.0
2008-05-28,53.0,32,0.0,43.0
2008-05-28,53.0,35,0.0,44.0
2008-05-29,55.0,37,0.01,47.0
2008-05-29,57.0,38,0.08,48.0
2008-05-30,66.0,59,0.4,62.0
2008-05-30,68.0,60,0.3,63.0
2008-05-31,69.0,56,0.0,62.0
2008-05-31,70.0,56,0.0,62.0
2008-06-01,64.0,47,0.0,55.0
2008-06-01,64.0,46,0.0,55.0
2008-06-02,71.0,52,0.0,60.0
2008-06-02,73.0,53,0.0,61.0
2008-06-03,62.0,55,0.52,57.0
2008-06-03,66.0,58,0.92,60.0
2008-06-04,66.0,59,0.0,61.0
2008-06-04,69.0,61,0.02,64.0
2008-06-05,74.0,68,0.64,71.0
2008-06-05,78.0,69,0.22,72.0
2008-06-06,80.0,68,0.0,72.0
2008-06-06,80.0,69,0.03,72.0
2008-06-07,77.0,71,0.11,73.0
2008-06-07,78.0,71,0.07,73.0
2008-06-08,75.0,68,1.24,70.0
2008-06-08,76.0,69,1.31,71.0
2008-06-09,70.0,64,0.14,66.0
2008-06-09,70.0,64,0.21,66.0
2008-06-10,69.0,56,0.0,61.0
2008-06-10,70.0,56,0.01,63.0
2008-06-11,74.0,56,0.0,64.0
2008-06-11,76.0,55,0.0,64.0
2008-06-12,82.0,63,0.0,69.0
2008-06-12,82.0,63,0.0,70.0
2008-06-13,74.0,62,0.39,66.0
2008-06-13,74.0,63,0.19,66.0
2008-06-14,72.0,53,0.0,61.0
2008-06-14,73.0,52,0.0,62.0
2008-06-15,71.0,60,0.18,64.0
2008-06-15,71.0,60,0.29,64.0
2008-06-16,66.0,49,0.0,57.0
2008-06-16,67.0,49,0.0,57.0
2008-06-17,66.0,46,0.0,55.0
2008-06-18,67.0,48,0.0,56.0
2008-06-18,67.0,49,0.0,56.0
2008-06-19,67.0,46,0.0,56.0
2008-06-19,68.0,47,0.0,57.0
2008-06-20,70.0,53,0.09,60.0
2008-06-20,72.0,52,0.04,59.0
2008-06-21,72.0,52,0.01,61.0
2008-06-21,73.0,53,0.01,61.0
2008-06-22,70.0,52,0.16,59.0
2008-06-22,71.0,53,0.02,60.0
2008-06-23,67.0,54,0.0,59.0
2008-06-24,69.0,53,0.0,60.0
2008-06-24,70.0,52,0.0,60.0
2008-06-25,73.0,64,0.08,67.0
2008-06-25,73.0,65,0.11,68.0
2008-06-26,78.0,66,0.0,70.0
2008-06-26,79.0,67,0.0,71.0
2008-06-27,75.0,67,0.0,70.0
2008-06-27,77.0,67,0.0,70.0
2008-06-28,74.0,55,0.04,63.0
2008-06-28,75.0,55,0.0,63.0
2008-06-29,68.0,58,0.58,61.0
2008-06-29,69.0,58,0.22,61.0
2008-06-30,70.0,50,0.0,58.0
2008-06-30,70.0,49,0.0,58.0
2008-07-01,71.0,51,0.0,60.0
2008-07-01,71.0,50,0.0,60.0
2008-07-02,75.0,62,0.2,66.0
2008-07-02,76.0,62,0.12,67.0
2008-07-03,63.0,51,0.0,57.0
2008-07-03,65.0,51,0.0,57.0
2008-07-04,64.0,50,0.0,57.0
2008-07-04,67.0,50,0.0,58.0
2008-07-05,67.0,52,0.0,59.0
2008-07-05,68.0,52,0.0,60.0
2008-07-06,73.0,57,0.0,65.0
2008-07-06,76.0,58,0.0,65.0
2008-07-07,79.0,67,0.03,71.0
2008-07-07,81.0,68,0.11,71.0
2008-07-08,78.0,67,0.03,71.0
2008-07-08,66.0,68,0.28,71.0
2008-07-09,76.0,55,0.0,63.0
2008-07-09,76.0,55,0.0,64.0
2008-07-10,73.0,63,0.72,66.0
2008-07-10,74.0,62,0.43,67.0
2008-07-11,76.0,65,0.34,69.0
2008-07-11,77.0,65,0.03,69.0
2008-07-12,73.0,63,0.73,66.0
2008-07-12,75.0,64,0.65,67.0
2008-07-13,71.0,54,0.0,61.0
2008-07-13,70.0,53,0.0,61.0
2008-07-14,73.0,54,0.0,62.0
2008-07-15,76.0,62,0.0,68.0
2008-07-15,79.0,63,0.0,69.0
2008-07-16,81.0,66,0.0,70.0
2008-07-16,82.0,67,0.0,71.0
2008-07-17,80.0,66,0.0,71.0
2008-07-17,82.0,66,0.0,71.0
2008-07-18,80.0,68,0.04,72.0
2008-07-18,82.0,67,0.0,71.0
2008-07-19,73.0,68,1.61,69.0
2008-07-19,75.0,70,1.22,71.0
2008-07-20,77.0,68,0.74,71.0
2008-07-20,77.0,68,0.43,71.0
2008-07-21,76.0,65,0.13,68.0
2008-07-21,77.0,66,0.13,69.0
2008-07-22,70.0,59,0.0,64.0
2008-07-22,71.0,61,0.06,64.0
2008-07-23,71.0,52,0.0,60.0
2008-07-23,71.0,52,0.0,61.0
2008-07-24,71.0,53,0.0,61.0
2008-07-24,71.0,52,0.0,61.0
2008-07-25,72.0,63,0.0,67.0
2008-07-25,75.0,63,0.0,67.0
2008-07-26,75.0,58,0.0,65.0
2008-07-26,76.0,58,0.0,66.0
2008-07-27,73.0,58,0.0,64.0
2008-07-27,73.0,58,0.0,65.0
2008-07-28,76.0,63,0.0,67.0
2008-07-28,77.0,63,0.0,68.0
2008-07-29,77.0,67,0.05,70.0
2008-07-29,80.0,67,0.23,71.0
2008-07-30,81.0,65,0.0,70.0
2008-07-30,81.0,67,0.0,71.0
2008-07-31,81.0,67,0.14,70.0
2008-07-31,80.0,69,0.5,72.0
2008-08-01,79.0,68,1.05,72.0
2008-08-01,81.0,69,0.0,73.0
2008-08-02,73.0,59,0.0,65.0
2008-08-02,74.0,60,0.0,65.0
2008-08-03,73.0,61,0.0,66.0
2008-08-03,74.0,61,0.0,67.0
2008-08-04,79.0,68,2.43,70.0
2008-08-04,79.0,69,0.59,71.0
2008-08-05,78.0,67,0.0,71.0
2008-08-05,80.0,69,0.08,72.0
2008-08-06,76.0,60,0.0,66.0
2008-08-06,76.0,60,0.01,66.0
2008-08-07,73.0,56,0.0,63.0
2008-08-07,72.0,57,0.01,63.0
2008-08-08,71.0,54,0.0,61.0
2008-08-09,71.0,58,0.0,62.0
2008-08-09,70.0,58,0.0,63.0
2008-08-10,66.0,52,0.0,58.0
2008-08-10,68.0,53,0.0,59.0
2008-08-11,68.0,57,0.0,61.0
2008-08-11,68.0,57,0.0,62.0
2008-08-12,69.0,57,0.0,62.0
2008-08-12,70.0,57,0.0,62.0
2008-08-13,73.0,59,0.06,63.0
2008-08-13,72.0,59,0.0,63.0
2008-08-14,71.0,60,0.0,64.0
2008-08-14,72.0,60,0.0,64.0
2008-08-15,70.0,54,0.0,61.0
2008-08-15,70.0,55,0.0,61.0
2008-08-16,71.0,53,0.0,61.0
2008-08-17,74.0,60,0.0,65.0
2008-08-17,74.0,59,0.0,65.0
2008-08-18,75.0,57,0.0,64.0
2008-08-18,75.0,58,0.0,65.0
2008-08-19,73.0,64,0.0,67.0
2008-08-19,75.0,64,0.0,68.0
2008-08-20,73.0,60,0.0,65.0
2008-08-20,74.0,59,0.0,65.0
2008-08-21,75.0,61,0.0,66.0
2008-08-21,76.0,60,0.0,66.0
2008-08-22,78.0,68,0.09,71.0
2008-08-22,80.0,69,0.0,72.0
2008-08-23,78.0,66,0.0,70.0
2008-08-23,80.0,68,0.0,71.0
2008-08-24,70.0,57,0.0,62.0
2008-08-24,72.0,57,0.0,63.0
2008-08-25,69.0,54,0.0,60.0
2008-08-25,70.0,56,0.0,61.0
2008-08-26,69.0,54,0.0,60.0
2008-08-26,68.0,55,0.0,61.0
2008-08-27,72.0,56,0.0,63.0
2008-08-27,71.0,57,0.0,63.0
2008-08-28,72.0,64,0.06,67.0
2008-08-28,74.0,65,0.02,68.0
2008-08-29,75.0,58,0.04,65.0
2008-08-29,76.0,61,0.0,66.0
2008-08-30,72.0,55,0.0,62.0
2008-08-30,74.0,55,0.0,64.0
2008-08-31,75.0,56,0.0,64.0
2008-08-31,77.0,57,0.0,65.0
2008-09-01,76.0,54,0.0,63.0
2008-09-01,78.0,54,0.0,64.0
2008-09-02,80.0,61,0.0,68.0
2008-09-02,82.0,61,0.0,68.0
2008-09-03,72.0,60,0.02,64.0
2008-09-03,73.0,62,0.0,65.0
2008-09-04,64.0,61,2.9,62.0
2008-09-04,66.0,63,2.68,64.0
2008-09-05,64.0,56,0.0,59.0
2008-09-05,63.0,58,0.01,60.0
2008-09-06,64.0,54,0.01,58.0
2008-09-06,65.0,54,0.0,59.0
2008-09-07,65.0,51,0.0,57.0
2008-09-07,66.0,52,0.01,58.0
2008-09-08,60.0,52,1.23,55.0
2008-09-08,62.0,54,1.01,56.0
2008-09-09,59.0,45,0.0,52.0
2008-09-09,59.0,46,0.01,52.0
2008-09-10,60.0,48,0.0,54.0
2008-09-10,61.0,47,0.0,54.0
2008-09-11,67.0,57,0.0,61.0
2008-09-11,68.0,57,0.0,62.0
2008-09-12,71.0,67,0.37,68.0
2008-09-12,71.0,68,0.62,69.0
2008-09-13,72.0,69,6.64,70.0
2008-09-13,73.0,71,3.07,72.0
2008-09-14,65.0,61,1.44,62.0
2008-09-14,65.0,62,1.75,63.0
2008-09-15,58.0,51,0.0,55.0
2008-09-15,60.0,53,0.01,56.0
2008-09-16,60.0,50,0.0,55.0
2008-09-16,61.0,50,0.0,55.0
2008-09-17,70.0,56,0.0,60.0
2008-09-17,71.0,56,0.0,61.0
2008-09-18,65.0,55,0.0,60.0
2008-09-18,68.0,56,0.0,60.0
2008-09-19,66.0,54,0.0,59.0
2008-09-19,69.0,53,0.0,60.0
2008-09-20,69.0,57,0.0,61.0
2008-09-20,71.0,56,0.0,62.0
2008-09-21,69.0,61,0.0,64.0
2008-09-21,70.0,61,0.0,65.0
2008-09-22,71.0,59,0.0,64.0
2008-09-22,73.0,59,0.0,64.0
2008-09-23,71.0,57,0.0,62.0
2008-09-23,73.0,56,0.0,63.0
2008-09-24,70.0,59,0.2,63.0
2008-09-24,72.0,57,0.0,63.0
2008-09-25,70.0,61,0.0,64.0
2008-09-25,72.0,61,0.0,65.0
2008-09-26,69.0,55,0.0,60.0
2008-09-26,69.0,54,0.0,61.0
2008-09-27,67.0,54,0.0,60.0
2008-09-27,68.0,54,0.0,60.0
2008-09-28,63.0,57,0.0,60.0
2008-09-28,65.0,57,0.0,60.0
2008-09-29,59.0,55,0.82,57.0
2008-09-29,61.0,57,0.11,59.0
2008-09-30,54.0,44,0.0,49.0
2008-09-30,55.0,45,0.01,50.0
2008-10-01,54.0,40,0.0,47.0
2008-10-01,54.0,41,0.0,47.0
2008-10-02,52.0,40,0.0,47.0
2008-10-02,53.0,40,0.0,47.0
2008-10-03,52.0,42,0.01,47.0
2008-10-03,54.0,43,0.01,49.0
