Headlines,Date
"Google, Oracle and Trump Put on Supreme Court Hold By Virus",03-27-2020
Leon Cooperman 'Optimistic' About Stock Market Reaching a Bottom,03-27-2020
Bear of the Day: The Trade Desk (TTD),03-27-2020
Sector Update: Tech Giants Trade Lower Pre-Bell Friday,03-27-2020
"Is Amazon Stock A Buy Right Now? Here's What Earnings, Charts Show",03-27-2020
Dyson steps up to help with the coronavirus pandemic,03-27-2020
"1,000 Google Employees Volunteer To Help Expand Sister Company's Coronavirus Testing Program",03-27-2020
Home schooling is hard even for the best of us,03-27-2020
Alphabet A Stock Falls 3%,03-27-2020
Alphabet ramps up coronavirus testing via Verily,03-27-2020
Alphabet Earnings Estimates Fall as Digital Advertising Weakens,03-26-2020
"GoogleÕs YouTube, Classroom Software Hit by Partial Outages",03-26-2020
Sustainable Companies Are Beating the Market During the Crisis. Will It Last?,03-26-2020
"--Analyst Actions: Goldman Sachs Drops Alphabet's Price Target to $1,250 From $1,600, Maintains Buy Rating",03-26-2020
"Analyst Actions: SunTrust Cuts Alphabet's Price Target to $1,350 From $1,600, Reiterates Buy Rating",03-26-2020
"Analyst Actions: Monness Crespi & Hardt Cuts Alphabet's Price Target to $1,350 From $1,535, Reiterates Buy Rating",03-26-2020
Huawei Tests If Chinese Consumers Ready to Buy New Phones,03-26-2020
Alphabet Price Target Cut by SunTrust Analyst Over Pandemic's Impact on Ads,03-26-2020
Sector Update: Top Tech Stocks Mixed Pre-Bell Thursday,03-26-2020
Alphabet target cut on weaker ad environment,03-26-2020
Alphabet A Stock Rises 3%,03-26-2020
"With Everyone Working From Home, Go Easy on Netflix",03-26-2020
"With Everyone Working From Home, Go Easy on Netflix",03-26-2020
"On-site data center personnel critical as web demand surges, expert says",03-26-2020
Development in Atlanta: 'We have adapted',03-26-2020
"Bullish investors pour money into Alibaba, Amazon, Intel and Microsoft",03-25-2020
Google Travel Search Is Unrecognizable as Advertising Dries Up,03-25-2020
David Tepper Is 'Nibbling' at Stocks as Coronavirus Uncertainty Continues,03-25-2020
"Unskilled, Unaware and Maybe Even Dangerous",03-25-2020
Google Extends Contracts for Some Temporary Staff by 60 Days,03-25-2020
"Coronavirus Hits Ad Sales of Facebook, Twitter and Others",03-25-2020
"Bored, Isolated Citizens Are a Win for Facebook",03-25-2020
Sector Update: Leading Tech Stocks Mixed Pre-Bell Wednesday,03-25-2020
AppleÕs App Store Rules Limit Rival Gaming Services While Arcade Runs Free,03-25-2020
Google Gives 60-Day Extension To All Contractors Due To Pandemic,03-25-2020
Facebook Warning Shows Threat to Google as Ad Budgets Shrink,03-24-2020
"Alphabet Stock Looks Undervalued at Current Levels, Says Top Analyst",03-24-2020
Market Chatter: YouTube to Lower Video Quality Globally To Ease Data Traffic,03-24-2020
Here's What Top Hedge Funds Are Buying In The Coronavirus Stock Market Crash,03-24-2020
YouTube now reducing quality on worldwide videos,03-24-2020
Major Acquisition Gives The WorldÕs First Green Ride-Share Another Edge,03-24-2020
"Alphabet Could Establish Leadership on Strength Above $1,150",03-24-2020
"Facebook Held Talks for 10% Stake in Reliance Jio, FT Says",03-24-2020
Tech Giants Boost Efforts to Deal With Coronavirus Crisis,03-24-2020
Sector Update: Tech Heavyweights Climb Pre-Market Tuesday,03-24-2020
"Laptop, Computer Equipment Demand Surges as Workers Head Into Home Offices",03-24-2020
YouTube to Limit Video Quality Around the World for a Month,03-24-2020
Work-from-home routines speed the shift to cloud-computing services,03-24-2020
Google Surveys Users For Coronavirus Symptoms To Help Researchers Forecast Spread,03-24-2020
Google asks users about symptoms for Carnegie Mellon coronavirus forecasting effort,03-23-2020
"After AppleÕs Big Drop, ThereÕs Only One Trillion-Dollar Company Left",03-23-2020
U.K. in Lockdown; Florida to Isolate N.Y. Arrivals: Virus Update,03-23-2020
EU asks tech platforms for help with pandemic rogue traders,03-23-2020
Sector Update: Tech Stocks Fading in Late Monday Trade,03-23-2020
"Facebook Temporarily Cuts Streaming Quality in Europe, Donates 720,000 Masks to US Healthcare Workers Amid COVID-19",03-23-2020
"Google Launches COVID-19 Website, Expands Search Results",03-23-2020
Working at Home Should Finally Bury Email,03-23-2020
Tepper isn't yet at 'balls to wall' moment,03-23-2020
Alphabet's Google Launches Coronavirus Website in the U.S.,03-23-2020
IBM Partners With White House to Use Supercomputing in COVID-19 Research,03-23-2020
Sector Update: Leading Tech Stocks Climb Pre-Bell Monday,03-23-2020
White House Partners With IBM To Create Supercomputer Power To Combat COVID-19,03-23-2020
"Microsoft, Expedia and others don't contribute to congestion as much as you think",03-23-2020
Streaming Apps Suddenly Face the Coronavirus Test,03-22-2020
"Trump approves New York, California national disaster declaration requests",03-22-2020
Politicians Want Clampdown on Stock Buybacks. What That Means for Investors.,03-22-2020
What to Expect in the Markets This Week,03-22-2020
Alphabet Stock Crashes Into Bear Market Territory,03-22-2020
How not to kill your spouse and other tips for working from home from someone who hates it,03-21-2020
Here's a wrap of the main tech-related coronavirus news in the last 24 hours,03-21-2020
Twitter prioritizes blue-check verifications to confirm experts on COVID-19 and the novel coronavirus,03-21-2020
"Google launches COVID-19 page and search portal with safety tips, official stats and more, US-only for now",03-21-2020
Google launches coronavirus website in the United States,03-21-2020
Closing School May Cause Some Kids a Lifetime of Harm,03-21-2020
Google Coronavirus Website Launches a Week After Trump Tout,03-21-2020
Should Google Pay a Stock Dividend?,03-20-2020
"Sources: Unlike other tech giants, Apple hasn't committed to paying vendors during coronavirus pandemic",03-20-2020
Our Phones Are Watching Us. ThatÕs a Virus Tool,03-20-2020
Google cancels virtual I/O developer conference amid coronavirus stay-home orders,03-20-2020
Google Completely Cancels Annual I/O Developer Event Due to Coronavirus,03-20-2020
States Tighten Public Limits; Grim Italy Milestone: Virus Update,03-20-2020
"US Government's Plan to Use Google, Facebook Location Data for COVID-19 Research Raises Privacy Concerns",03-20-2020
"Amazon, Netflix, YouTube Cut Stream Quality to Ease Networks",03-20-2020
Coronavirus Has Created a Rare Opportunity to Buy Dominant Tech Companies on the Cheap,03-20-2020
YouTube Reportedly to Cut Streaming Quality in Europe to Avoid Internet Strain Amid COVID-19 Oubreak,03-20-2020
YouTube cuts Europe stream quality to ease network pressure,03-20-2020
Jefferies names potential tech winners amid outbreak,03-20-2020
"Bay Area business community set to raise millions for nonprofits, essential equipment",03-20-2020
Sector Update: Most Tech Heavyweights Trade Higher Pre-Bell Friday,03-20-2020
Alphabet A Stock Falls 3%,03-20-2020
Internet Traffic is Surging But The Pipes ArenÕt Bursting Yet,03-20-2020
ThereÕs a Fight Raging Over AppleÕs App Store. Why Some Regulators and Developers Are Calling It a Monopoly.,03-20-2020
Ex-Uber Executive Pleads Guilty To Stealing Google's Trade Secrets,03-20-2020
Venture Capital Hustle on Hold as Video Calls Replace Coffees,03-20-2020
Former Uber engineer pleads guilty to stealing Google secrets,03-19-2020
"Engineer at heart of Uber, Waymo spat pleads guilty",03-19-2020
The Most Exciting Green Startups To Watch In 2020,03-19-2020
Alphabet (GOOGL) Outpaces Stock Market Gains: What You Should Know,03-19-2020
HereÕs how Washington wants to strengthen AmericaÕs health-care system as the coronavirus spreads,03-19-2020
"In just one week, Microsoft adds as many users to its Teams collaboration software as rival Slack has in total",03-19-2020
"How Microsoft, Slack, Zoom and Smaller Players Are Capitalizing on the Remote Work Surge",03-19-2020
Google exploring using location info to slow coronavirus spread,03-19-2020
ESPN's Coronavirus Slate Stretches the Definition of Sports,03-19-2020
Alphabet Shows Market Leadership With Jump To 83 RS Rating,03-19-2020
Alphabet Is a Buying Opportunity Amid Coronavirus Selloff,03-19-2020
"Investors must be ÔnimbleÕ and closely watch these key areas to navigate the coronavirus storm, BNP Paribas says",03-19-2020
Europe urges streamers to limit service amid network pressure,03-19-2020
Sector Update: Tech Giants Trade Lower Pre-Market Thursday,03-19-2020
Alphabet A Stock Rises 3%,03-19-2020
Alibaba Pitches Diagnostic Tool to Europe in China Outreach Move,03-19-2020
Google critics see its Firebase tools as another squeeze play,03-19-2020
Google Agrees to Worker Council in Europe Amid Recurring Discord,03-19-2020
Twitter Escalates Moderation of Misleading Content Around Virus,03-18-2020
Royce Investment Partners Commentary: Investing in Challenging Times,03-18-2020
ÔThis is online educationÕs momentÕ as colleges close during coronavirus pandemic,03-18-2020
WhatsApp: The Best Facebook Purchase Ever?,03-18-2020
Top Tech Stocks for April 2020,03-18-2020
"Analyst Expects Trouble for Uber, Yelp, Grubhub. He Cut All His Internet Stock Estimates.",03-18-2020
The smart money is betting FAANG stocks will lead the stock-market recovery when it comes,03-18-2020
"--Analyst Actions: JPMorgan Lowers Alphabet's Price Target to $1,340 From $1,535, Reiterates Overweight Rating",03-18-2020
"GOOGL, MSFT & Others to Watch in Fight Against Coronavirus",03-18-2020
Waymo Shuts Safety Driver-Monitored Autonomous Taxis Citing Coronavirus Fears,03-18-2020
Wildly popular coronavirus-tracker app helps South Koreans steer clear of outbreak areas,03-18-2020
Sector Update: Tech Heavyweights Decline Pre-Bell Wednesday,03-18-2020
A bug in FacebookÕs anti-spam system temporarily put a lid on some coronavirus news links,03-18-2020
"Austria, Italy Join Push to Use Mobile Data to Gauge Lockdown",03-18-2020
"During Market Stress, the Most-Liquid Stocks Perform Best, Goldman Sachs Says",03-18-2020
Alphabet A Stock Falls 5%,03-18-2020
Harnessing location data to combat coronavirus,03-18-2020
Google Wary of Sharing User Location Data in Pandemic Fight,03-17-2020
Fast-Growing Chinese TikTok Rival Sets Sights on the U.S.,03-17-2020
Market Chatter: Amazon.com Slashes Ad Spend on Google,03-17-2020
Two Pros Discuss The $1K Stocks Worth Buying,03-17-2020
Amazon Cut Spending on Google Advertising in Recent Days,03-17-2020
Online tech conferences are now being postponed because of coronavirus,03-17-2020
Social Media Giants Issue Statement on Virus Misinformation,03-17-2020
AlphabetÕs Verily Tested About 20 People on First Day of Program,03-17-2020
"Google Fiber shuts retail, sales calls",03-17-2020
Tech firms rely more on AI to fight virus misinformation,03-17-2020
Communication Services Segment Could Bounce Higher,03-17-2020
Can AI help health care defeat COVID-19? These Bay Area groups are trying to find out.,03-17-2020
"Google, Facebook, Twitter join other tech giants in bid to curb fake COVID-19 posts",03-17-2020
Sector Update: Top Tech Stocks Gain During Pre-Bell Tuesday,03-17-2020
Top forecaster who exited stocks weeks ago predicts Ôrolling bear marketsÕ until 2022,03-17-2020
Ride-Hailing Giant Gojek Raises $1.2 Billion for Clash With Grab,03-17-2020
Alphabet A Stock Rises 3%,03-17-2020
"Facebook, Twitter, Google and other tech giants join forces to fight coronavirus fake news",03-17-2020
Big Tech unites on coronavirus response,03-17-2020
Fake news websites still profit from Google advertising,03-17-2020
Tech Giants' Stocks Lose $1T Market Value In A Single Day,03-17-2020
Amazon in Good Position to Outperform Benchmark S&P 500 Index,03-17-2020
Google-Backed Coronavirus Testing Site Books Up on First Day,03-16-2020
"Facebook, Microsoft, Google Team Up Against Virus Misinformation",03-16-2020
Fear of the Coronavirus Comes to Rescue the Gun Industry,03-16-2020
"Travel firms ramped up spending on online ads ahead of projected coronavirus slump, data show",03-16-2020
"Pentagon to block YouTube, curb other streaming services as at-home workers stress network",03-16-2020
Microsoft Teams is experiencing some outages,03-16-2020
Social media giants warn of AI moderation errors as coronavirus empties offices,03-16-2020
YouTube Increases Automated Moderation to Keep Humans Home,03-16-2020
AppleÕs $1.2 Billion Conspiracy Fine Is Fair Enough,03-16-2020
Taking the Next Big Leap in Mobile Communications,03-16-2020
Google parent Alphabet shared YouTube revenue after U.S. SEC request,03-16-2020
"Deals, beds and tests: California's dynamic plan to beat back COVID-19",03-16-2020
Google to Roll Out Website Providing Information on COVID-19,03-16-2020
Sector Update: Tech Heavyweights Decline Pre-Bell Monday,03-16-2020
Apple Hit With Record $1.2 Billion Fine Over French Sales Deals,03-16-2020
"The Outlook Is Tough for Internet Stocks, but There Are Bargains, Analyst Says",03-16-2020
"Google Trends During Pandemic: How To Make Hand Sanitizer, If Trump's Infected, Symptoms, And More",03-16-2020
Big Tech Swallows Most of the Hot AI Startups,03-16-2020
Berkshire Hathaway and 2 Other Companies Sitting on Mountains of Cash,03-16-2020
Alphabet A Stock Falls 11%,03-16-2020
Samsung Urges all Employees to Work From Home ÔWhere PossibleÕ,03-16-2020
Google coronavirus website touted by Trump opens for two California counties,03-16-2020
Google's Sister Verily Is Developing A Site To Help US Test Coronavirus Cases,03-16-2020
"From Schools to Bars, Closures Mark AmericaÕs Big Shutdown",03-16-2020
Google accused by rival of fundamental GDPR breaches,03-16-2020
Alphabet Confirms It Has a Coronavirus Screening ToolÑ2 Days After President TrumpÕs Announcement,03-15-2020
President Trump holds COVID-19 briefing,03-15-2020
Google CEO Says Nationwide Virus Info Site to Launch Monday,03-15-2020
Aramco Slashes Spending as Coronavirus Erases Oil Demand Growth,03-15-2020
Facebook Is the Biggest Threat to Google's Ad Revenue Throne,03-15-2020
Alphabet subsidiary Verily Life Sciences is working on site to help people find coronavirus tests,03-15-2020
Google working on national coronavirus website,03-14-2020
President claims Google is launching coronavirus testing website,03-14-2020
Google says it is developing a nationwide coronavirus website,03-14-2020
"DoÕs and donÕts in this stock market: DonÕt panic, do develop a plan Ñ even if you didnÕt have one before",03-14-2020
"The U.S. Will Extend Its Travel Ban to the U.K. and Ireland, Pence Says",03-14-2020
Work-from-home tech stocks Ñ the next big thing or shiny new object?,03-14-2020
"Google, Walmart join U.S. effort to speed up coronavirus testing",03-13-2020
Instagram to Roll Out IGTV Advertising in Challenge to YouTube,03-13-2020
Google Coronavirus Website Touted by Trump Is at Early Stage,03-13-2020
Gates Leaves Microsoft Board to Focus on Philanthropy,03-13-2020
"After Trump speech, Google clarifies COVID-19 test efforts",03-13-2020
Stocks Soar After President Trump Declared a National Emergency,03-13-2020
"Trump: Google to create web site to help consumers identify coronavirus symptoms, nearest testing areas",03-13-2020
Google's Verily in early stages of developing a coronavirus tool,03-13-2020
The Coronavirus Pandemic Has Revealed Some Micro-Cap Opportunities,03-13-2020
"Trump Says Google Is Building a Coronavirus Screening Website, But Details Are Unclear",03-13-2020
Trump says heÕll Ômost likelyÕ get tested for coronavirus Ôfairly soonÕ,03-13-2020
"Trump declares national emergency due to coronavirus, putting more aid in play",03-13-2020
"Google, Walmart join government effort to speed up coronavirus testing, Trump says",03-13-2020
President Trump declares national emergency over coronavirus,03-13-2020
Elon Musk's Best Investments,03-13-2020
Apple's WWDC to go online only amid coronavirus pandemic,03-13-2020
Apple Makes WWDC Conference Online Only Amid Virus Pandemic,03-13-2020
Barron's Bary: Time for Buffett to get greedy,03-13-2020
Microsoft Build Is Latest Tech Conference to Go Virtual Due to Coronavirus,03-13-2020
"Thinking about trading options or stock in Alphabet, Eli Lilly, Microsoft, Procter & Gamble, or Roku?",03-13-2020
Sector Update: Tech Majors Gain Pre-Market Friday,03-13-2020
ItÕs Time for Warren Buffett to Get Greedy. HereÕs What He Might Be Looking to Buy.,03-13-2020
A Pandemic in Search of an Establishment,03-13-2020
"Zhang Yiming, founder of TikTok owner ByteDance, gears up for the global stage",03-13-2020
Alphabet A Stock Rises 5%,03-13-2020
Google Worker in Bangalore Tests Positive for COVID-19,03-12-2020
Amazon recommends employees worldwide who are able to work at home to do so through March,03-12-2020
Sell-Off Threatens Apple and MicrosoftÕs Trillion-Dollar Values,03-12-2020
"Facebook Can Weather Storm Better Than Big-Tech Peers, MKM Says",03-12-2020
"Big tech more resilient, and Facebook has least downside - MKM",03-12-2020
Augmented-Reality Startup Magic Leap to Explore a Sale,03-12-2020
Google Boosts ML Initiatives With Cloud AI Platform Pipelines,03-12-2020
Sector Update: Tech Heavyweights Slip Pre-Bell Thursday,03-12-2020
AlphabetÕs internet balloons remain grounded in Kenya,03-12-2020
How Businesses Owned by Tech Giants Stand to Be Impacted by Covid-19,03-12-2020
"Market Chatter: Google, Alibaba's Augmented Reality Device-Maker Magic Leap Reportedly Exploring Sale",03-12-2020
How Coronavirus Could Damage Alphabet and Facebook's Ad Revenues,03-12-2020
YouTube reverses coronavirus ad policy,03-12-2020
Iconic Club Graced by Rolling Stones Is Rewired for the 21st Century,03-12-2020
YouTube To Allow Ads On Coronavirus Videos After Suspending Them Earlier,03-12-2020
Huawei Bets Big on European 5G Patents Despite TrumpÕs Pressure,03-12-2020
Twitter Makes Working From Home Mandatory for Employees Globally,03-11-2020
Singapore Defends Fake News Law as Weapon to Fight Coronavirus,03-11-2020
Italy Closes Most Stores; U.S. Eyes Europe Ban: Virus Update,03-11-2020
Working from home because of coronavirus? DonÕt give your company a different kind of virus,03-11-2020
IBM Says ItÕs No. 3 in Cloud Sales; Market Says Google,03-11-2020
White House Meets With Tech Firms on Coronavirus Response,03-11-2020
Activision Blizzard Names Google Exec as Its New President and COO,03-11-2020
Amazon: A Clear Winner of the Covid-19 Pandemic,03-11-2020
Stocks To Buy: Is It Time To Buy Or Sell These Large-Cap Stocks?,03-11-2020
Google Tells Staff to Work From Home In North America and Europe,03-11-2020
Alphabet's Google Fined $7.9 Million for Breach of European Union's General Data Protection Regulation,03-11-2020
"Facebook, Google, Amazon to be hit with new 2% U.K. digital-service tax",03-11-2020
"Intel, Google Top Venture Investors In Artificial Intelligence Startups",03-11-2020
Sweden fines Google $7.9M for GDPR violation,03-11-2020
"Square takeover is likely 'tabled for now,' Bernstein says",03-11-2020
Sector Update: Top Tech Stocks Trading Lower Pre-Market Wednesday,03-11-2020
"What Are FANG Stocks, And Should You Invest In Them?",03-11-2020
"Investors trust TrumpÕs two Ômagic words,Õ and now itÕs time to nibble on stocks",03-11-2020
Google tells its North American employees to stay home,03-11-2020
White House to Meet With Tech Giants to Talk Coronavirus Control,03-11-2020
Alphabet Creates Coronavirus Fund To Give Paid Sick Leaves To Affected Workers Globally,03-11-2020
"Google Parent Alphabet Asks Staff in US, Canada to Work From Home as Coronavirus Cases Rise",03-11-2020
Twitter CEO Pressed by Elliott to Meet Lofty Growth Targets,03-11-2020
Google Asks All North American Employees To Work From Home As Coronavirus Spreads,03-11-2020
Google recommends all North America employees to work from home,03-10-2020
"Italy Cases Top 10,000; N.Y. Aims for Containment: Virus Update",03-10-2020
Coronavirus has prompted these tech companies to ask employees to work from home,03-10-2020
Google asks North American employees to work from home,03-10-2020
Google urging remote work for North American employees,03-10-2020
"Best in Real Estate: Selig lands Google, Smith Gambrell at new Midtown tower",03-10-2020
How a new $50M residential project fits on a rapidly developing block in Midtown,03-10-2020
"Google Scrubs Coronavirus Misinformation on Search, YouTube",03-10-2020
Stock market investors are asking Ôshould I buy or sell?Õ HereÕs how to decide,03-10-2020
Beware Lazy and Sleepy Investors,03-10-2020
Baird finds good rebounders among FANGs,03-10-2020
How to Carve Out Space Amid the ETF Onslaught,03-10-2020
Is Broadcom's Growth Sustainable?,03-10-2020
3 Software Stocks to Buy Right Now: One AnalystÕs Picks,03-10-2020
"Garmin, Splunk, Alphabet, AT&T and Amazon highlighted as Zacks Bull and Bear of the Day",03-10-2020
Sector Update: Tech Giants Climb Pre-Market Tuesday,03-10-2020
Alphabet target cut on travel ad impact,03-10-2020
Dow Jones Futures Surge As Trump Eyes Payroll Tax Cut; Coronavirus Stock Market Correction On Cusp Of Bear Market,03-10-2020
Tech groups link up with NHS against false virus information,03-10-2020
Intel says flawed EU antitrust decision underpins $1.2 billion fine,03-10-2020
