headlines,date
Equinix Partners With Telstra To Provide Customers With Strong Multi-Cloud Network Connectivity,01-16-20
Equinix & Telstra Expand Multicloud Network Partnership,01-16-20
MEDIA ALERT: Equinix Sets Conference Call for Fourth Quarter and Full Year 2017 Financial Results,01-17-18
What Does Digital Realty's $557M Portfolio Sale Indicate?,01-17-20
Equinix Data Centers Anchor Southern Cross Cable Network between Australia and North America,01-18-16
MEDIA ALERT: Equinix Sets Conference Call for Fourth Quarter and Full Year 2016 Financial Results,01-19-17
RTI Selects Equinix to Connect New Transpacific Submarine Cable System in Australia & Japan,01-20-20
Equinix buys cloud IT services firm,01-20-14
Crosslake Fibre Selects Equinix to Terminate Its Digital Gateway Between Toronto and New York,01-21-20
Equinix to Offer RTI's Subsea Cable System at IBX Data Centers,01-21-20
Equinix to Fortify Hybrid Multicloud Efforts With Packet Buyout (Revised),01-22-20
AT&T Expands Network into Equinix Data Centers with On-Demand Capabilities for Businesses,01-22-18
"AT&T, Equinix team to provide on-demand networking",01-22-18
"Verizon Posts Q4 EPS Miss, Revenues Narrowly Beat Views - Shares Off 1% Pre-Bell",01-24-17
Frontier launches cloud connection offering with Equinix,01-24-19
Equinix CEO Steve Smith Resigns; Executive Chairman and Former CEO Peter Van Camp Appointed Interim CEO,01-25-18
Equinix CEO resigns suddenly after 'poor judgment' in employee matter,01-25-18
Equinix CEO Resigns After Exercising Poor Judgment in Employee Matter,01-25-18
After Hours Gainers / Losers (1/25/2018),01-25-18
MT Newswires After-Hours News Movers,01-25-18
Sector Update: Slight Nudge Higher for Financial Stocks Near Close,01-26-18
Correction: Sector Update: Slight Nudge Higher for Financial Stocks Near Close,01-26-18
Equinix reports Q4 earnings on February 19,01-26-15
Equinix Named a Leader in Inaugural IDC MarketScape Report for Worldwide Colocation and Interconnection Services,01-27-20
"Top Stock Analyst Reports for Merck, Broadcom & Sanofi",01-27-20
"The Zacks Analyst Blog Highlights: Merck, Broadcom, Sanofi, Equinix and American Electric Power",01-28-20
Cypress Reports Fourth Quarter and Year-End 2015 Results,01-28-16
Equinix Announces Tax Treatment of 2015 Distributions,01-28-16
Trump team weighs nationalizing 5G,01-29-18
"SunTrust reiterates Buys on Equinix, DFT as cloud heats up",01-29-16
Equinix Announces Tax Treatment of 2018 Distributions,01-30-19
Equinix Announces Tax Treatment of 2017 Distributions,01-30-18
Equinix Announces Tax Treatment of 2016 Distributions,01-30-17
Equinix Announces Tax Treatment of 2019 Distributions,01-31-20
Chief Operating Officer Meyers Charles J Sells $1.0M of EQIX on 1/25/16,01-31-16
Chairman of the Board van Camp Peter F Files To Sell $617.3K of EQIX on 1/19/16,02-01-16
Officer Baack Sara Files To Sell $593.1K of EQIX on 1/19/16,02-01-16
Chief Operating Officer Meyers Charles J Files To Sell $1.1M of EQIX on 1/19/16,02-01-16
Chief Financial Officer Taylor Keith D Files To Sell $1.3M of EQIX on 1/19/16,02-01-16
Chief Executive Officer Smith Stephen M Files To Sell $3.5M of EQIX on 1/19/16,02-01-16
Equinix Doubles Capacity of Jakarta Data Center with New Expansion,02-02-16
Key Factors to Impact AvalonBay's (AVB) Q4 Earnings,02-03-20
What's in the Offing for New Residential's (NRZ) Q4 Earnings?,02-03-20
Key Factors to Impact Medical Properties' (MPW) Q4 Earnings,02-04-20
Near-Term Outlook Bleak for Equity REIT Stocks,02-04-20
"Consolidated Research: 2018 Summary Expectations for Kimball Electronics, Madrigal Pharmaceuticals, American Railcar Industries, H&R Block, Biogen, and Equinix — Fundamental Analysis, Key Performance Indications",02-05-18
What's in the Offing for Healthpeak's (PEAK) Q4 Earnings?,02-05-20
Data-center REIT bulls pick their favorites,02-05-15
Equinix Acquires IO UK's Data Center Business,02-06-17
Equinix acquires U.K. data center,02-06-17
Equinix (EQIX) Gears Up for Q4 Earnings: What's in the Cards?,02-06-20
F5 Collaborates with Equinix to Enhance Security for Multi-Cloud Environments,02-06-19
Google Selects Equinix for Curie Subsea Cable Landing Station,02-07-19
Iron Mountain (IRM) Gears Up for Q4 Earnings: What to Expect?,02-07-20
Welltower (WELL) Gears Up for Q4 Earnings: What's in Store?,02-07-20
"Synoptek Named by Equinix as ""New Partner of the Year - Americas"" for Innovative IT Solutions on a Global Scale",02-09-17
"Is it time to trade Internet Software stocks SQ, MOMO, NTES and EQIX",02-09-16
"Equinix Names Datapipe ""Americas Partner of the Year""",02-09-17
"Equinix Names Synoptek ""New Partner of the Year - Americas""",02-09-17
"Walmart, Cisco, Coca-Cola among dividend hikers next week - Bloomberg",02-09-18
"Wal-Mart, Cisco, Coca-Cola predicted to hike payouts next week - Bloomberg",02-10-17
Should You Buy Equinix (EQIX) Ahead of Earnings?,02-11-20
Windstream sets long-haul U.S. deal with Sparkle,02-11-20
Equinix Q4 Earnings Preview,02-11-20
"Analyst Actions: Morgan Stanley Lifts Price Target on Equinix to $532 From $520, Maintains Equal-Weight",02-12-20
Equinix Reports Fourth Quarter And Full Year 2019 Results,02-12-20
Equinix Declares Quarterly Dividend on Its Common Stock,02-12-20
--GUIDANCE: (EQIX) EQUINIX INC Fiscal Year EPS Range $24.42 - $25.00,02-12-20
"--(EQIX) EQUINIX INC Q4 EPS $5.51, 2.8% Surprise",02-12-20
--GUIDANCE: (EQIX) EQUINIX INC Fiscal Year Revenue Range $6B - $6.05B,02-12-20
"--(EQIX) EQUINIX INC Q4 Revenue $1.417B, -0.1% Surprise",02-12-20
--GUIDANCE: (EQIX) EQUINIX INC Quarterly Revenue Range $1.45B - $1.46B,02-12-20
Equix Q4 Results Top Street View,02-12-20
Equinix (EQIX) Q4 FFO and Revenues Surpass Estimates,02-12-20
MT Newswires After-Hours News Movers,02-12-20
Should You Be Adding Equinix (REIT) (NASDAQ:EQIX) To Your Watchlist Today?,02-13-20
"Equinix (EQIX) Q4 FFO Surpasses Estimates, Revenues Meet",02-13-20
"--Analyst Actions: Credit Suisse Cuts Equinix's Price Target to $630 From $634, Keeps Outperform Rating",02-13-20
"Analyst Actions: Wells Fargo Lifts Equinix's Price Target to $675 From $620, Reiterates Overweight Rating",02-13-20
"Analyst Actions: UBS Lifts Equinix's Price Target to $695 From $630, Reiterates Buy Rating",02-13-20
"Analyst Actions: Stifel Nicolaus Lifts Equinix's Price Target to $680 From $620, Reiterates Buy Rating",02-13-20
"Analyst Actions: Citigroup Raises Equinix's Price Target to $710 From $652, Reiterates Buy Rating",02-13-20
"Analyst Actions: SunTrust Lifts Equinix Price Target to $680 From $560, Maintains Buy Rating",02-13-20
Equinix Reports Fourth Quarter And Full Year 2018 Results,02-13-19
"Equinix beats by $0.17, misses on revenue",02-13-19
Equinix Declares Quarterly Dividend on Its Common Stock,02-13-19
Equinix declares $2.46 dividend,02-13-19
Equinix Q4 Results Top Street View,02-13-19
Notable earnings after Wednesday’s close,02-13-18
MT Newswires After-Hours News Movers,02-13-19
"S&P 500 Movers: International Flavors & Fragrances Sinks 10%, Leads Losers; Marathon Oil Climbs 9%",02-14-19
"Research Alert: CFRA Maintains Buy Opinion On Shares Of Equinix, Inc.",02-14-20
"Top Research Reports for VMware, Applied Materials & Equinix",02-14-20
Equinix Reports Fourth Quarter And Full Year 2017 Results,02-14-18
Equinix EPS of $0.82,02-14-18
Equinix to Acquire the Infomart Dallas in $800 Million Deal,02-14-18
Equinix Declares Quarterly Dividend on its Common Stock,02-14-18
"Equinix Q4 Revenue Tops Street View, EPS Declines Vs Year-Ago",02-14-18
Equinix declares $2.28 dividend,02-14-18
Equinix To Acquire Informanyt Dallas in $800 Mln Transaction; Ups Dividend,02-14-18
After Hours Gainers / Losers (2/14/2018),02-14-18
Notable earnings after Wednesday’s close,02-14-17
MT Newswires After-Hours News Movers,02-14-18
"Equinix -3.9% amid falling Q4 FFO, Infomart Dallas deal",02-14-18
"S&P 500 Movers: NetApp Sinks 12%, Leads Losers; EQT Climbs 6%",02-15-18
US Stocks Extend Gains After Brief Dip Following Mixed Economic Data,02-15-18
"EQIX, Q4, Operating Metrics Released",02-15-18
Equinix Reports Fourth Quarter And Full Year 2016 Results,02-15-17
Equinix Declares Quarterly Dividend on its Common Stock,02-15-17
"Equinix beats by $0.14, revenue in-line",02-15-17
"Equinix Brings Direct, Private Access to the World's #1 CRM",02-15-17
"Equinix Q4 Results Narrowly Top Views, Guides Q1 Revenues Below Street",02-15-17
Equinix declares $2.00 dividend,02-15-17
Equinix -2.8% after guiding to low side,02-15-17
MT Newswires After-Hours News Movers,02-15-17
"EQIX, Q4, Operating Metrics Released",02-15-17
Mortgage Payments Take Up Biggest Share of Income since 2010,02-16-17
"S&P 500 Posts 4.3% Weekly Gain, Snapping Two-Week Losing Streak; Technology, Financials Lead Broad Climb",02-16-18
Notable earnings after Thursday’s close,02-17-16
"The Zacks Analyst Blog Highlights: VMware, Applied Materials, Equinix, Shopify and Johnson Controls International",02-18-20
What's Behind the Recent Rally in Real Estate ETFs?,02-18-20
Equinix Reports Fourth Quarter And Full Year 2015 Results,02-18-16
Equinix Declares Quarterly Dividend on Common Stock,02-18-16
"Equinix Q4 Adj. FFO Misses, Sales Top Views; Guides Q1, FY16 Sales Above Street",02-18-16
Notable earnings after Thursday’s close,02-18-15
MT Newswires After-Hours News Movers,02-18-16
"EQIX, Q4, Operating Metrics Released",02-18-16
Officer Strohmeyer Karl Sells $958.1K of EQIX on 2/16/16,02-18-16
Analyst Actions: Equinix Climbs 4% After Cowen Upgrades Stock to Outperform From Market Perform,02-19-16
Equinix declares $1.69 dividend,02-19-15
"Network Service Providers Turning to Equinix Cloud Exchange Fabric For On-Demand, Private Multicloud Connectivity",02-20-19
"Equinix turns positive after mixed results, light guidance",02-20-15
Changes to the Argus Focus List,02-21-20
"Analyst Actions: Equinix Price Target Raised to $345 at RBC Capital Markets, Reiterated Outperform",02-22-16
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,02-22-19
Analyst Actions: RBC Capital Lifts Equinix PT to $500 From $496; Maintains Outperform Rating,02-22-19
MEDIA ALERT: Equinix to Present at Upcoming Investor Conferences,02-22-18
Chief Operating Officer Meyers Charles J Sells $624.9K of EQIX on 2/19/16,02-22-16
MEDIA ALERT: Equinix to Speak at the Fifth Annual Northern California Data Center Summit,02-22-16
Chief Financial Officer Taylor Keith D Files To Sell $677.6K of EQIX on 2/16/16,02-23-16
Officer Strohmeyer Karl Files To Sell $955.1K of EQIX on 2/16/16,02-23-16
Chief Operating Officer Meyers Charles J Files To Sell $614.8K of EQIX on 2/16/16,02-23-16
Officer Baack Sara Files To Sell $822.1K of EQIX on 2/16/16,02-23-16
Chief Executive Officer Smith Stephen M Files To Sell $1.8M of EQIX on 2/16/16,02-23-16
"New Equinix Data Center Opens in Melbourne, Australia - a World Leading Smart City",02-24-20
"Analyst Actions: Raymond James Raises Equinix's Price Target to $742 From $625, Reiterates Strong Buy Rating",02-24-20
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,02-24-17
Equinix Joins Stanford Platform Lab to Help Drive Technology Innovation,02-25-16
Equinix Extends Digital Edge with New Data Center in Sydney,02-25-19
Equinix announces its biggest Australian data center,02-25-19
Chief Executive Officer Smith Stephen M Files To Sell $1.8M of EQIX on 2/17/16,02-25-16
Chief Financial Officer Taylor Keith D Files To Sell $687.4K of EQIX on 2/17/16,02-25-16
Chief Operating Officer Meyers Charles J Files To Sell $1.0M of EQIX on 2/17/16,02-25-16
Officer Schwartz Eric Files To Sell $667.0K of EQIX on 2/17/16,02-25-16
"Investor Expectations to Drive Momentum within CommScope Holding, Great Lakes Dredge & Dock, Equinix, Central Garden & Pet, LSC Communications, and PDF Solutions — Discovering Underlying Factors of Influence",02-26-19
"Equinix Announces Proposed Public Offering of $900,000,000 of Common Stock",02-26-19
Equinix plans $900M share offering,02-26-19
Edited Transcript of EQIX earnings conference call or presentation 12-Feb-20 10:30pm GMT,02-26-20
CALLR Scales into New Markets on Platform Equinix,02-27-17
Equinix Announces Proposed Public Offering of €750 million of Senior Notes,02-27-18
S&P Global Ratings Upgrades Equinix to Investment Grade ('BBB-') On Improving Credit Quality,02-27-19
S&P upgrades Equinix credit as leverage improves,02-27-19
Equinix Announces Pricing of Public Offering of $1.08 Billion of Common Stock,02-27-19
Equinix to Acquire ICT-Center Zurich's Data Center Business,02-28-17
Equinix prices $1.08B equity offering,02-28-19
Equinix Prices $1.08 Bln Public Share Offering at $416 Apiece,02-28-19
Equinix Acquires ICT-Center Zurich's Data Center Business For Less Than $5 Mln,02-28-17
Equinix Provides Unprecedented Visibility into Distributed Infrastructure for Enterprises Moving to the Edge,02-28-17
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,02-28-20
Equinix Announces Pricing of €750 million Senior Notes Offering,02-28-18
MEDIA ALERT: Equinix to Present at Upcoming Investor Conferences,02-29-16
Officer Lee Yau Tat Sells $1.7M of EQIX on 2/26/16,03-01-16
"Equinix to Launch Four New Data Centers, Globally, to Further Advance IT Transformation in the Interconnected Era",03-02-16
Equinix Acquires 34 Acres of Land in Ashburn for Interconnection Data Center Expansion,03-02-17
"Equinix Buys 34 Acres of Land in Ashburn, VA for $34.5 Mln",03-02-17
Equinix to Debut Four International Data Centers; Invest Over $4.5 Bln in FY16,03-02-16
Officer Lee Yau Tat Files To Sell $1.7M of EQIX on 2/26/16,03-02-16
Equinix Completes Acquisition of Bare Metal Leader Packet,03-03-20
Equinix Closes $335 Million Acquisition of Cloud Technology Company Packet,03-03-20
Equinix closes $335M Packet acquisition,03-03-20
"S&P 500 Up 0.7% on Week, Boosted by Energy, Financials; Telecommunications, Real Estate Lead Decliners",03-03-17
Equinix +4.7%; BofA expects REIT index addition,03-05-15
Data-center REITs on rise amid strong analyst optimism,03-07-18
Equinix Announces Proposed Public Offerings of $1.75 Billion of Common Stock and $1.125 Billion of Senior Notes,03-07-17
Equinix to Sell Stock and Sr Notes,03-07-17
"Equinix sets equity, debt offerings to finance Verizon co-lo deal",03-07-17
MEDIA ALERT: Equinix to Host Launch Event at New Dallas Metro Data Center,03-08-16
Deutsche Bank reinstates Equinix at Buy,03-08-19
Chief Executive Officer Smith Stephen M Sells $1.3M of EQIX on 3/4/16,03-08-16
Equinix Announces Pricing of Public Offerings of $1.9 Billion of Common Stock and $1.25 Billion of Senior Notes,03-08-17
Equinix Opens New Data Center in Tokyo,03-09-16
"Equinix to Raise $3.15 Bln in Equity, Debt Offerings",03-09-17
Equinix Opens New $43 Mln Data Center in Tokyo,03-09-16
Equinix Expands Interconnection Services in Brazil with Opening of Additional Data Center in São Paulo,03-09-17
Equinix opens ambitious data center in Brazil,03-09-17
"S&P 500 Movers: Signet Jewelers Jumps 8%, Leads Gainers; PPG Industries Slumps 5%",03-09-17
MEDIA ALERT: Equinix to Speak at the Channel Partners Conference & Expo,03-10-16
Officer Strohmeyer Karl Files To Sell $649.2K of EQIX on 3/2/16,03-10-16
Chief Executive Officer Smith Stephen M Files To Sell $1.3M of EQIX on 3/4/16,03-10-16
Officer Lee Yau Tat Sells $558.0K of EQIX on 3/9/16,03-11-16
Officer Lee Yau Tat Files To Sell $558.0K of EQIX on 3/9/16,03-11-16
Do Hedge Funds Love Equinix Inc (EQIX)?,03-12-20
Equinix Appoints Three Company Veterans to New Roles,03-13-19
Equinix Enhances Its Global Platform with New Cloud Security Service to Manage Encryption Keys,03-13-18
Equinix shuffles veteran leaders into new roles,03-13-19
Analyst Actions: Citigroup Upgrades Equinix to Buy from Neutral with $435 PT,03-13-17
Equinix (EQIX) Down 11.1% Since Last Earnings Report: Can It Rebound?,03-13-20
"Cloud firms turn to long nights, employee health checks to survive work-from-home rush",03-13-20
Equinix leverages data centers in new cloud encryption solution,03-13-18
"S&P 500 changes: EQIX, SLG, HBI, HSIC in, DNR, NBR, AVP, CFN out",03-13-15
Analyst Actions: Equinix Downgraded to Perform at Oppenheimer,03-14-16
"Equinix drawing $3.36B for Verizon co-lo deal from equity, debt offerings",03-14-17
Equinix Accelerates Revenue Growth for Partners with Channel Program Enhancements,03-15-16
"Tech Stocks on Investors' Radar -- Take-Two Interactive Software, Avid Technology, Equinix, and Interxion",03-16-17
"Analyst Actions: Raymond James Lowers Equinix's Price Target to $680 From $742, Reiterates Strong Buy Rating",03-16-20
Equinix Launches Global Channel Partner Program to Accelerate Enterprise IT Transformation,03-17-15
Equinix Closes $335M Deal For New York’s Packet,03-17-20
Equinix to join the S&P 500 Index,03-17-15
Equinix Selects Singapore as Strategic Location for Largest Asia-Pacific Data Center,03-17-15
"Telecoms still represent yield safe havens, Wells says",03-18-20
Defensive REIT Stocks Offer Less Shelter as Dividends Vanish,03-19-20
Equinix Cloud Exchange Expands in Europe to Accelerate Digital Transformation,03-21-17
"Equinix invests $76 Million in a New Data Center in São Paulo, Brazil",03-21-16
"Equinix Investing $76 Mln for New IBX Data Center in Sao Paulo, Brazil",03-21-16
Fitch Upgrades Equinix's Rating to BB+; Outlook Positive - Stock Up 2%,03-21-19
Equinix expands Cloud Exchange availability in Europe,03-21-17
"CyrusOne could be data center company that thrives most in recovery, report says",03-23-20
Why Equinix (EQIX) is a Great Dividend Stock Right Now,03-23-20
Equinix Connects Melbourne with New International Business Exchange Data Center,03-23-15
Top Real Estate Stocks for April 2020,03-26-20
Goldman initiates coverage on data center REITs,03-27-15
Tech experts share their top picks for today's chaos,03-28-20
HealthEquity Appoints New Director to the Board,03-28-18
OPTIONS: Option Implied Volatility for Datacenter Operators,03-30-20
Verizon to resell Equinix colocation and interconnection services around the globe,03-30-17
Equinix Expands Rio de Janeiro Data Center,03-31-15
AWS Direct Connect Service Now Available at Equinix in Munich,03-31-17
MEDIA ALERT: Equinix to Speak at Microsoft Envision,03-31-16
"Top Research Reports for American Tower, Equinix & Deere",03-31-20
Data-Center Stocks Could Be Winners as Internet Use Surges,04-01-20
"The Zacks Analyst Blog Highlights: American Tower, Equinix, Deere, NVIDIA and NextEra",04-01-20
MEDIA ALERT: Equinix to Speak at NAB 2019 in Four Sessions,04-01-19
"--Analyst Actions: Equinix Price Target Boosted by RBC to $457 From $431, Outperform Rating Reiterated",04-03-17
Equinix Extends the Digital Edge for Companies with Five New Data Centers and 14 Expansions Opening in 2017,04-03-17
Equinix Completes Acquisition of Infomart Dallas,04-03-18
Equinix closes $800M purchase of Infomart Dallas,04-03-18
The Mexican Stock Exchange Deploys Market Data Access in Equinix New York Data Center,04-04-17
Equinix to Present at NAB 2018 in Four Sessions,04-04-18
MEDIA ALERT: Equinix Sets Conference Call for First Quarter Results,04-05-19
Equinix Brings Data Processing Capability to the Edge,04-05-16
Equinix Achieves Certifications Critical to Growth in Key Vertical Industries,04-06-17
MEDIA ALERT: Equinix Sets Conference Call for First Quarter Results,04-06-20
Chief Executive Officer Smith Stephen M Sells $1.3M of EQIX on 4/4/16,04-06-16
HFW Deploys Digital Edge Strategy on Platform Equinix,04-10-19
MEDIA ALERT: Equinix Sets Conference Call for First Quarter Results,04-10-18
Global Study Finds an Ecosystem-based Strategy Lowers Fraud Levels in Programmatic Advertising,04-12-16
MEDIA ALERT: Equinix Sets Conference Call for First Quarter 2016 Financial Results,04-12-16
ShoreTel Recognized for Product Innovation and Channel Program Excellence,04-13-17
MEDIA ALERT: Equinix to Speak at NAB 2016,04-13-16
Equinix to Speak at NAB Show 2015,04-13-15
Equinix Joins the Cloud Security Alliance,04-14-16
Cirracore Joins Equinix Cloud Exchange to Enable Secure Connections to VMware-based Clouds,04-14-15
Omega Securities Builds Equities Matching Engine for OMEGA ATS and LYNX ATS at Equinix's Toronto Campus,04-14-16
"Factors of Influence in 2019, Key Indicators and Opportunity within Adobe, CareTrust REIT, Ball, Equinix, Assembly Biosciences, and GTx — New Research Emphasizes Economic Growth",04-15-19
MEDIA ALERT: Equinix Sets Conference Call for First Quarter 2015 Financial Results,04-15-15
"Equinix Launches Technically Advanced Data Center in UK, its Sixth in London",04-16-15
Equinix Enhances Global Platform to Accelerate Interconnection for Global Businesses at the Digital Edge,04-16-19
"New Research Coverage Highlights DexCom, Equinix, Fitbit, Gilead Sciences, Humana, and Microsoft — Consolidated Revenues, Company Growth, and Expectations for 2018",04-17-18
Equinix Experiences Significant Growth in AWS Direct Connections - Achieves APN Advanced Technology Partner Status,04-18-17
ContentBridge Turns to Equinix to Transform Digital Supply Chain,04-18-16
Equinix Recognizes Channel Partners Intelisys and Neovera for Exemplary Business Contributions,04-18-18
Equinix Closes Metronode Acquisition to Become Market Leader in Australia,04-18-18
MEDIA ALERT: Equinix to Speak at NAB 2017,04-19-17
Five stocks gain in bullish Pacific Crest communications preview,04-20-15
Chief Executive Officer Smith Stephen M Files To Sell $1.3M of EQIX on 4/4/16,04-21-16
Cowen has CyrusOne as top pick in data center REIT preview,04-22-15
Equinix Acquires Switch Datacenters' AMS1 Data Center Business in Amsterdam,04-23-19
Equinix Acquires Data Center Business in Amsterdam,04-23-19
Equinix to Offer Access to VMware vCloud Air Service on Platform Equinix in Europe,04-23-15
Equinix adds Amsterdam data center for €30M,04-23-19
Discovery Communications Chooses Equinix to Enable Real-Time Content Delivery Via The Cloud,04-24-17
Equinix to Support Direct Connectivity to New Google Cloud Partner Interconnect Service Globally,04-24-18
Notable earnings after Wednesday’s close,04-25-17
BlueJeans Partners with Equinix for Video Communications Footprint Expansion,04-26-16
Equinix Reports First Quarter 2017 Results,04-26-17
Equinix Declares Quarterly Dividend on its Common Stock,04-26-17
"EQIX, Q1, Operating Metrics Released",04-26-17
Unitas Global and Equinix to Deliver Bundled Hybrid Cloud Offering,04-26-17
Notable earnings after Wednesday's close,04-28-15
Equinix Reports First Quarter 2015 Results,04-29-15
"Equinix beats by $0.58, beats on revenue",04-29-15
After Hours Gainers / Losers,04-29-15
Equinix up 5.2% after revenues grow 11%,04-29-15
Equinix Continues Australian Expansion with Fourth Sydney Data Center,04-29-15
Equinix invests another $97M in Australian data center market,04-29-15
Equinix Completes Acquisition of 29 Data Centers from Verizon,05-01-17
Equinix closes $3.6B purchase of Verizon data centers,05-01-17
Equinix Reports First Quarter 2019 Results,05-01-19
Equinix Declares Quarterly Dividend on Its Common Stock,05-01-19
"Equinix misses by $0.30, beats on revenue",05-01-19
"Equinix Bests Expectations With Q1 Results, Guides FY Straddling Street",05-01-19
Notable earnings after Wednesday’s close,05-01-18
"ZNGA, SQ, WLL and TTMI among after hours movers",05-01-19
"--Analyst Actions: Nomura Raises Equinix's Price Target to $505 From $500, Reiterates Buy Rating",05-02-19
"Analyst Actions: UBS Lifts Equinix's Price Target to $510 From $500, Reiterates Buy Rating",05-02-19
"Analyst Actions: Raymond James Raises Equinix's Price Target to $520 From $500, Reiterates Strong Buy Rating",05-02-19
"Analyst Actions: Citigroup Raises Equinix's Price Target to $527 From $508, Reiterates Buy Rating",05-02-19
"--Analyst Actions: Credit Suisse Lifts Equinix's Price Target to $506 From $474, Reiterates Outperform Rating",05-02-19
"--Analyst Actions: Oppenheimer Raises Equinix's Price Target to $500 From $475, Reiterates Outperform Rating",05-02-19
"S&P 500 Movers: Fluor Tumbles 24%, Leads Losers; Teleflex Jumps 5%",05-02-19
Mid-Day Report: US Stocks Sink as Fed Chair's Inflation Comment Weighs on Sentiment & Crude Stockpile Surges,05-02-19
Equinix Reports First Quarter 2018 Results,05-02-18
Equinix Declares Quarterly Dividend on Its Common Stock,05-02-18
"Equinix Improves Q1 AFFO Yr On Yr, Beats Revenue Estimates",05-02-18
Equinix declares $2.28 dividend,05-02-18
"Equinix Q1 AFFO beats, though 2018 forecast is below Street",05-02-18
Equinix First-Quarter Adjusted Earnings Projected Lower on Year Despite Higher Expected Revenue,05-03-16
Internap Partners with Equinix to Expand Services Globally,05-03-16
Equinix Expands Private Connectivity to Microsoft Azure ExpressRoute to New Global Markets,05-03-18
Equinix to Offer Direct Access to Microsoft Office 365 via Equinix Cloud Exchange,05-04-15
Equinix and Oracle Collaborate to Offer Direct Access to Oracle Cloud Infrastructure,05-04-17
Equinix offering private-network access to Office 365,05-04-15
Equinix Reports First Quarter 2016 Results,05-04-16
"Equinix Beats Q1 FFO, Revenue Estimates; Guides Q2 and FY16 Sales Above Consensus",05-04-16
Equinix Declares Quarterly Dividend on its Common Stock,05-04-16
Equinix posts revenue growth boosted by acquisitions,05-04-16
"EQIX, Q1, Operating Metrics Released",05-04-16
MEDIA ALERT: Equinix to Speak at ITW 2016,05-05-16
Alaska Air Group declares quarterly dividend,05-05-17
"--Analyst Actions: RBC Boosts Price Target on Equinix to $520 From $500, Maintains Outperform Rating",05-06-19
MEDIA ALERT: Equinix to Speak at Upcoming Investor Conferences,05-06-19
Chief Executive Officer Smith Stephen M Sells $1.3M of EQIX on 5/4/16,05-06-16
Response to announcement by TelecityGroup plc,05-07-15
Telecity's InterXion buy in doubt amid Equinix's $3.5B deal talk,05-07-15
Equinix Declares Quarterly Dividend on Common Stock,05-07-15
Equinix declares $1.69 dividend,05-07-15
Equinix Extends the Digital Edge with 12 New Data Centers and 23 Expansions Opening in 2019,05-08-19
Equinix and Telxius Collaborate to Deliver Next-Generation Subsea Cable Landing Station Architecture to Support the MAREA and BRUSA Cable Systems,05-09-18
Equinix Recognized by the U.S. Environmental Protection Agency as Top User of Green Power,05-09-17
