,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target,google_close,google_vol,google_intra_perc_change,google_intra_returns,google_pct_change,google_pct_returns,google_previous_close,google_opening_change,google_opening_returns,google_target,google_intra_target,google_open_target,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target,dji_open,dji_high,dji_low,dji_close,dji_vol,dji_perc_change,dji_return,dji_previous_day_return,dji_previous_perc_change,cac_open,cac_high,cac_low,cac_close,cac_vol,cac_perc_change,cac_return,dax_open,dax_high,dax_low,dax_close,dax_vol,dax_perc_change,dax_return
593,2014-10-17,75.95,76342000,-2.3171224572275344,-1,0.04571113864794163,1,72.63,2.2029464408646686,1,1,-1,1,303.64,4405100,1.1427641217646072,1,0.0025754474014394457,1,302.86,1.4164960707917729,1,1,1,1,97.67,67723910,-0.1743589743589761,-1,-0.020950280673616706,-1,1.288177851651771,-1,-1,1,51.01,79160900,0.7587548638132307,1,-0.012773369460034933,-1,51.67,-0.5225469324559766,-1,-1,1,-1,509.77,5539300,3.050531560829951,1,-0.025426807119506067,-1,523.07,0.5238304624619832,1,-1,1,1,227.479996,10549400,2.528069617617835,1,0.004992224298858705,1,226.350006,3.105809062801604,1,1,1,1,16118.389647999998,16427.380859,16118.389647999998,16380.410156,137910000,1.6255997883294342,1,-1.0,-0.1233143818177467,3934.1899409999996,4040.6999509999996,3916.8000490000004,4033.179932,230358700,2.516146715957464,1,8629.160156,8850.269531,8588.419922,8850.269531,181971200,2.5623510399938394,1
594,2014-10-20,76.95,34701000,-1.7857142857142971,-1,0.013166556945358732,1,75.95,-0.4608294930875688,-1,1,-1,-1,306.21,3234500,-1.0760851625680776,-1,0.008463970491371375,1,303.64,-0.22724278751152607,-1,1,-1,-1,99.76,75705040,-1.464605370219703,-1,-0.02644676490680198,-1,0.665506296713414,-1,-1,1,51.32,33529300,-0.904443570585924,-1,0.006077239756910435,1,51.01,-0.2940599882375977,-1,1,-1,-1,519.41,2607500,-2.233988111640351,-1,0.01891048904407877,1,509.77,-0.3354453969437157,-1,1,-1,-1,230.47000099999997,3494400,-1.654022575626224,-1,0.013144034871531929,1,227.479996,-0.3340931129610324,-1,1,0,-1,16373.150391,16401.630859,16260.540038999998,16399.669922,94320000,0.16196962934255463,1,1.0,1.6255997883294342,4023.76001,4030.149902,3962.0600590000004,3991.23999,143988900,-0.8081997912196541,-1,8819.259766,8834.730469,8682.589844,8717.759766,103016000,-1.15089024127969,-1
595,2014-10-21,78.69,32252000,-1.4569365652398085,-1,0.022612085769980528,1,76.95,0.7927225471085113,1,1,-1,1,315.33,3559300,-1.7521781219748331,-1,0.029783481924169797,1,306.21,1.205055354168707,1,1,-1,1,102.47,93786680,0.5338769171034723,1,-0.005049033886785126,-1,3.2678428227746497,-1,1,1,52.28,19365500,-1.0241545893719828,-1,0.01870615744349191,1,51.32,0.8378799688230705,1,1,-1,1,525.1,2336200,-0.25775656324582774,-1,0.010954737105562273,1,519.41,0.8355634277353212,1,1,-1,1,235.33999599999999,4130300,-0.45673452927417246,-1,0.021130711063779728,1,230.47000099999997,1.648805911186694,1,1,0,1,16406.029297,16620.779297,16405.769531,16614.810547,105110000,1.2725885479076746,1,1.0,0.16196962934255463,3968.790039,4081.7299799999996,3965.459961,4081.23999,159668100,2.8333560076242685,1,8693.05957,8889.780273,8644.709961,8886.959961,118317300,2.2305195246695066,1
596,2014-10-22,78.37,41862000,0.5709210860187626,1,-0.004066590418096205,-1,78.69,0.16520523573515752,1,-1,1,1,312.97,3125900,0.7798877722474018,1,-0.007484222877620184,-1,315.33,0.031712808803482935,1,-1,1,1,102.99,68140010,-0.14585764294048179,-1,-0.01755222741581608,-1,0.3610812920854929,-1,-1,1,53.52,32150300,-1.536710301650545,-1,0.023718439173680217,1,52.28,0.8224942616679413,1,1,-1,1,531.25,2919200,-0.5317538414957129,-1,0.011712054846695796,1,525.1,0.6360693201295051,1,1,-1,1,231.100006,4116600,0.896263125380472,1,-0.018016444599582515,-1,235.33999599999999,-0.9135693195133701,-1,-1,1,-1,16615.259766,16653.890625,16459.849609,16461.320313,92050000,-0.9264944103673128,-1,1.0,1.2725885479076746,4090.9399409999996,4110.47998,4064.080078,4105.089844,142186700,0.34588390942110997,1,8934.540039,8957.160156,8861.44043,8940.139648,97874300,0.06267372439496639,1
597,2014-10-23,80.04,35056000,-0.8314436885865594,-1,0.021309174428990607,1,78.37,1.2887584534898442,1,1,-1,1,313.18,9038200,0.07019783024887379,1,0.0006709908297919398,1,312.97,0.1373933603859635,1,1,1,1,104.83,70760150,-0.7205995388162952,-1,-0.003706519673066011,-1,1.0583551801145776,-1,-1,1,54.72,19916400,-0.662251655629138,-1,0.022421524663676973,1,53.52,1.569506726457392,1,1,-1,1,542.49,2348800,-0.8645693886657699,-1,0.021157647058823503,1,531.25,1.2404705882353002,1,1,-1,1,235.289993,3492400,-0.268468843970528,-1,0.01813062263615861,1,231.100006,1.5404577704770839,1,1,0,1,16468.070313,16767.519531,16468.070313,16677.900391,99420000,1.2741631169400451,1,-1.0,-0.9264944103673128,4086.0200200000004,4166.459961,4047.320068,4157.680176,162948200,1.7537886659693716,1,8873.540039,9068.120117,8820.889648,9047.30957,108376900,1.9582886901537304,1
598,2014-10-24,80.67,32248000,-0.5860349127182031,-1,0.007871064467765976,1,80.04,0.19990004997500824,1,1,-1,1,287.06,19801100,-0.9353023909986025,-1,-0.08340251612491223,-1,313.18,-9.189603422951667,-1,-1,-1,-1,105.22,46937880,-0.038030043734542725,-1,0.0010465226905147507,1,0.3338738910617271,1,-1,1,55.0,14657300,-0.640439158279966,-1,0.005116959064327409,1,54.72,-0.12792397660818766,-1,1,-1,-1,538.3,1973100,0.8418221673697294,1,-0.007723644675478036,-1,542.49,0.0700473741451447,1,-1,1,1,235.24000499999997,3463300,0.43594150021685873,1,-0.00021245272424330608,-1,235.289993,0.4165119763508134,1,-1,1,1,16677.039063,16811.710938,16649.720703,16805.410156,90400000,0.7697475104247261,1,1.0,1.2741631169400451,4137.919922,4153.069824,4119.27002,4128.899902,116217700,-0.21798440206740985,-1,9008.599609,9044.849609,8955.589844,8987.799805,98966500,-0.23088831675036675,-1
599,2014-10-27,80.28,30169000,0.5697299975229053,1,-0.004834510970621042,-1,80.67,0.08677327383165138,1,-1,1,1,289.97,5950600,-1.4945747287364504,-1,0.010137253535846158,1,287.06,-0.4737685501288977,-1,1,-1,-1,105.11,34086120,-0.2479732951836005,-1,-0.015270751358441026,-1,-0.35164417411139,-1,-1,-1,54.2,14944300,1.1670313639679075,1,-0.014545454545454528,-1,55.0,-0.2909090909090847,-1,-1,1,-1,539.29,1185300,-0.6964672492344497,-1,0.0018391231655210394,1,538.3,-0.5090098458108878,-1,1,-1,-1,221.669998,9553300,5.370331696905019,1,-0.05768579625731596,-1,235.24000499999997,-0.42084891130654767,-1,-1,1,-1,16796.099609,16836.980469,16729.830078,16817.939453,72580000,0.13002925981872382,1,1.0,0.7697475104247261,4170.839844,4171.529785,4065.929932,4096.740234000001,126568700,-1.7766112526856188,-1,9080.799805,9085.639648,8837.660156,8902.610352,111764500,-1.9622660649548465,-1
600,2014-10-28,80.77,74212000,-0.7358443502120093,-1,0.006103637269556428,1,80.28,-0.1245640259093103,-1,1,-1,-1,295.59,5572600,-2.012009939260072,-1,0.019381315308480085,1,289.97,-0.07242128496052569,-1,1,-1,-1,106.74,47689070,-1.2713472485768398,-1,-0.005589714924538969,-1,0.27590143659024474,-1,-1,1,55.17,11736900,-1.695852534562215,-1,0.017896678966789592,1,54.2,0.09225092250921985,1,1,-1,1,547.4,1270900,-1.0876992114642363,-1,0.015038291086428401,1,539.29,0.41165235772961256,1,1,-1,1,242.770004,10516300,-5.7360616967928095,-1,0.09518656647436785,1,221.669998,3.577393454932054,1,1,0,1,16825.189453,17006.449219,16825.189453,17005.75,83870000,1.073156100288703,1,1.0,0.13002925981872382,4107.569824,4127.870117,4098.740234000001,4112.669922,134538100,0.12416339145839164,1,8983.05957,9077.889648,8968.589844,9068.19043,78580500,0.9476822382911252,1
601,2014-10-29,75.86,106120000,-0.5434062292909165,-1,-0.06078989723907391,-1,80.77,-6.586603937105353,-1,-1,-1,-1,294.12,4881900,1.6682825716291694,1,-0.004973104638181125,-1,295.59,1.1908386616597444,1,-1,1,1,107.34,52545580,-0.6469760900140625,-1,0.0033651149747615516,1,-0.08431703204046206,1,-1,-1,54.01,12507600,2.1025919883994995,1,-0.021025919883994937,-1,55.17,0.0,-1,-1,1,-1,547.83,1770500,0.12033036153803499,1,0.0007855316039460103,1,547.4,0.19912312751188013,1,1,1,1,238.100006,4962500,1.256583144847517,1,-0.01923630565166523,-1,242.770004,-0.6755360930010189,-1,-1,1,-1,17005.070313,17065.5,16895.380859,16974.310547,76450000,-0.18088585012485398,-1,1.0,1.073156100288703,4126.970215,4134.830078,4106.140136999999,4110.640136999999,135705400,-0.3956916854075445,-1,9139.0,9157.629883,9072.639648,9082.80957,89708100,-0.614842214684326,-1
602,2014-10-30,74.11,83270000,1.2524983344437013,1,-0.02306881096757185,-1,75.86,-1.0677563933561853,-1,-1,1,-1,299.07,4055200,-1.7314103000204009,-1,0.016829865361077,1,294.12,-0.04759961920304173,-1,1,-1,-1,106.98,40572000,-0.018698578908012558,-1,-0.009444444444444366,-1,-0.35401527855413606,-1,-1,-1,54.14,10593800,-0.38939365844613544,-1,0.0024069616737640853,1,54.01,-0.14812071838548102,-1,1,-1,-1,548.8,1455600,-0.24659786281850563,-1,0.0017706222733329113,1,547.83,-0.06936458390376493,-1,1,-1,-1,238.66000400000001,3228400,-0.21836104903989587,-1,0.0023519445018409524,1,238.100006,0.0167967236422538,1,1,0,1,16968.140625,17223.960938,16920.759766,17195.419922,80180000,1.3394472737050465,1,-1.0,-0.18088585012485398,4138.080078,4151.109863000001,4051.860107,4141.240234000001,248771100,0.07636768599046007,1,9091.129883,9146.950195,8899.900391,9114.839844,119733200,0.26080323683788775,1
603,2014-10-31,74.99,44544000,-0.08007473642064335,-1,0.01187424099311829,1,74.11,1.106463365267855,1,1,-1,1,305.46,4550700,-0.10158938227101501,-1,0.02136623532952142,1,299.07,2.0329688701641704,1,1,-1,1,108.0,44550790,0.009258401999819569,1,-0.012797074954296161,-1,0.9627967844456918,-1,1,1,56.11,20470100,-2.1853942815516354,-1,0.03638714444033986,1,54.14,1.4222386405614997,1,1,-1,1,557.55,2035000,0.04840271055180802,1,0.015943877551020336,1,548.8,1.643586005830921,1,1,1,1,241.69999700000002,3775300,0.3340060272567352,1,0.012737756427759095,1,238.66000400000001,1.6131697542416938,1,1,1,1,17208.779297,17395.539063,17208.779297,17390.519531,121610000,1.0560902133929015,1,1.0,1.3394472737050465,4213.470215,4246.930176,4181.959961,4233.089844,182457000,0.4656406239719866,1,9283.400391,9339.330078,9217.0,9326.870117,123211200,0.4682521939067055,1
604,2014-11-03,73.88,40727000,2.1067974029415706,1,-0.0148019735964795,-1,74.99,0.6400853447126337,1,-1,1,1,305.72,3242500,0.16980146290490522,1,0.0008511752766320324,1,305.46,0.2553525829895992,1,1,1,1,109.4,52154490,-1.0903714655331793,-1,0.007366482504604255,1,0.20370370370370264,1,-1,1,55.49,17581200,1.2281950872196472,1,-0.011049723756906049,-1,56.11,0.12475494564248849,1,-1,1,1,553.7,1382200,0.050543340914829545,1,-0.0069052102950406535,-1,557.55,-0.6403013182674085,-1,-1,1,-1,242.58999599999999,4203800,0.16872592592593205,1,0.0036822466323818137,1,241.69999700000002,0.5378580952154399,1,1,1,1,17390.900391,17410.650391,17339.849609,17366.240234,80030000,-0.1417991963933067,-1,1.0,1.0560902133929015,4225.810059,4238.459961,4185.410156,4194.029785,123590300,-0.7520516435024333,-1,9305.730469,9343.639648,9236.179688,9251.700195,79777600,-0.5806129264112113,-1
605,2014-11-04,75.76,39326000,-2.061161255557054,-1,0.025446670276123573,1,73.88,0.4737412019491182,1,1,-1,1,302.81,3427400,0.3881706635086703,1,-0.00951851367264167,-1,305.72,-0.5658772733219999,-1,-1,1,-1,108.6,41423660,0.6949524506218042,1,-0.002388388756200621,-1,-0.03656307129799475,-1,1,-1,54.68,11389700,1.067486882576449,1,-0.014597224725175773,-1,55.49,-0.39646783204180724,-1,-1,1,-1,552.59,1244200,-0.1994596456871426,-1,-0.002004695683583191,-1,553.7,-0.39913310456926787,-1,-1,-1,-1,238.92999300000002,3682600,0.6486805969337244,1,-0.015087196753158616,-1,242.58999599999999,-0.8656544105800708,-1,-1,1,-1,17368.810547,17397.230469,17278.359375,17383.839844,81390000,0.08653037557942173,1,-1.0,-0.1417991963933067,4177.200195,4208.52002,4118.5,4130.189941,142148700,-1.1254010295286005,-1,9244.089844,9317.919922,9148.780273,9166.469727,90365900,-0.8396728970606097,-1
606,2014-11-05,74.83,35913000,2.195791399817026,1,-0.012275607180570303,-1,75.76,0.9899683210137276,1,-1,1,1,296.52,4674500,2.1418435035147385,1,-0.020772101317658054,-1,302.81,0.06604801690828858,1,-1,1,1,108.86,37365530,0.21998166819431247,1,0.0014719411223551582,1,0.46040515653775327,1,1,1,54.34,13645800,1.3614086041023779,1,-0.006217995610826588,-1,54.68,0.7498171177761589,1,-1,1,1,544.43,2032200,1.953969168707683,1,-0.01476682531352369,-1,552.59,0.4867985305560978,1,-1,1,1,230.97000099999997,9045900,4.161825311203333,1,-0.03331516441303395,-1,238.92999300000002,0.8663654880699617,1,-1,1,1,17385.759766,17486.589844,17385.759766,17484.529297,76030000,0.5681059230621474,1,1.0,0.08653037557942173,4163.509765999999,4214.350098,4145.609863000001,4208.419922,126747900,1.0786609981498199,1,9238.070313,9329.070313,9226.339844,9315.480469,81034800,0.8379472484753311,1
607,2014-11-06,75.26,21383000,-0.4940579516624443,-1,0.005746358412401564,1,74.83,0.0801817452893255,1,1,-1,1,296.64,3758100,0.016852607098321943,1,0.00040469445568591667,1,296.52,0.05733171455551596,1,1,1,1,108.7,34733740,-0.0920810313075585,-1,-0.0028437758003853064,-1,-0.23883887562006714,-1,-1,-1,54.76,9991800,-1.4074074074074037,-1,0.007729112992270748,1,54.34,-0.6256900993743162,-1,1,-1,-1,540.56,1333200,0.6341795187588547,1,-0.007108351854232864,-1,544.43,-0.07714490384438019,-1,-1,1,-1,241.22000099999997,15354700,-2.8700566576387767,-1,0.044378057564280926,1,230.97000099999997,1.524009172082915,1,1,0,1,17491.660156,17560.310547,17440.349609,17554.470703,70670000,0.35908853956582276,1,1.0,0.5681059230621474,4193.47998,4275.299805,4180.319824,4227.680176,163811600,0.8155564391176557,1,9284.969727,9467.360352,9268.629883,9377.410156,124002400,0.995592142117495,1
608,2014-11-07,75.6,20774000,-0.2785515320334179,-1,0.004517672070156742,1,75.26,0.17273452032951828,1,1,-1,1,299.86,2647400,-0.6849775031898532,-1,0.010854908306364708,1,296.64,0.39778856526429573,1,1,-1,1,109.01,33655280,-0.23908045977011966,-1,0.0016539557107415614,1,0.045998160073594446,1,-1,1,54.88,9303700,-0.18254837531946225,-1,0.002191380569759094,1,54.76,0.036523009495988176,1,1,-1,1,539.53,1633700,0.9509647335279439,1,-0.0019054314044694154,-1,540.56,0.767722361994985,1,-1,1,1,240.19999700000002,5161000,0.8216709953204294,1,-0.004228521663922624,-1,241.22000099999997,0.40212295662830416,1,-1,1,1,17558.580078,17575.330078,17493.369141,17573.929688,82860000,0.08741942646736792,1,1.0,0.35908853956582276,4238.870117,4239.560059,4161.149902,4189.890136999999,144094600,-1.155496126280601,-1,9406.160156,9414.320313,9239.110352,9291.830078,104437000,-1.2154808774659254,-1
609,2014-11-10,75.0,21575100,0.47770700636942603,1,-0.007936507936507908,-1,75.6,-0.3174603174603107,-1,-1,1,-1,305.11,2809100,-1.703333333333338,-1,0.017508170479557217,1,299.86,0.04668845461214779,1,1,-1,1,108.83,27066060,0.17427994863327623,1,-0.007930720145852388,-1,0.009173470323815158,-1,1,1,55.32,9711100,-1.1149698409797102,-1,0.008017492711370311,1,54.88,-0.3097667638483996,-1,1,-1,-1,545.99,1134600,-1.113004185340196,-1,0.011973384241840135,1,539.53,0.08340592738124765,1,1,-1,1,241.92999300000002,4577200,-1.1793701594271844,-1,0.007202314827672529,1,240.19999700000002,-0.4537868499640497,-1,1,0,-1,17568.980469,17621.869141,17547.509766,17613.740234,71430000,0.2547658646384174,1,1.0,0.08741942646736792,4184.180176,4224.830078,4174.97998,4222.819824,123847500,0.9234699839560712,1,9233.870117,9351.870117,9222.570313,9351.870117,71162800,1.2779040478678199,1
610,2014-11-11,74.61,18715700,0.45363575717145216,1,-0.005199999999999982,-1,75.0,-0.06666666666666288,-1,-1,1,-1,312.01,3803600,-1.9840491599660042,-1,0.02261479466421945,1,305.11,0.27203303726524336,1,1,-1,1,109.7,27330410,-0.9199632014719411,-1,-0.013932584269662929,-1,-0.11945235688688362,-1,-1,-1,54.65,14838600,1.2111352133044138,1,-0.012111352133044151,-1,55.32,0.0,-1,-1,1,-1,548.78,965500,-0.32724547066673315,-1,0.00510998369933513,1,545.99,0.18315353761057895,1,1,-1,1,251.080002,7948800,-3.5168002038738515,-1,0.037820895567917345,1,241.92999300000002,0.25627661635155374,1,1,0,1,17615.640625,17638.210938,17584.939453,17614.900391,52880000,-0.004202140675771095,-1,1.0,0.2547658646384174,4227.120117,4252.919922,4223.680176,4244.100098,99662200,0.40169147149880946,1,9374.360352,9400.900391,9324.769531,9369.030273,79810300,-0.05685805537507661,-1
611,2014-11-12,74.72,26536600,-0.5923532579429156,-1,0.0014743331993030129,1,74.61,-0.44229995979091047,-1,1,-1,-1,311.51,2183000,-0.24456958970233014,-1,-0.0016025127399762473,-1,312.01,-0.4038332104740204,-1,-1,-1,-1,111.25,46372630,-1.7096361309197334,-1,-0.01391597234532882,-1,-0.29170464904285087,-1,-1,-1,54.84,10958500,-0.7162534435261718,-1,0.0034766697163770566,1,54.65,-0.36596523330282843,-1,1,-1,-1,545.81,1129600,0.5593207987173973,1,-0.005412004810670945,-1,548.78,0.01822223841977163,1,-1,1,1,249.100006,5870800,0.24827606820326756,1,-0.007885916776438462,-1,251.080002,-0.5416604226409236,-1,-1,1,-1,17604.75,17626.710938,17536.169922,17612.199219,75980000,0.042313688067131115,1,-1.0,-0.004202140675771095,4232.339844,4242.620117,4175.290039,4179.879883,122989000,-1.2395025667508865,-1,9339.679688,9359.370117,9189.629883,9210.959961,93733900,-1.3782028003099938,-1
612,2014-11-13,74.25,26448500,0.6556061011506488,1,-0.006290149892933639,-1,74.72,0.0267665952890739,1,-1,1,1,316.48,3686400,-1.435897435897442,-1,0.015954543995377435,1,311.51,0.15729832108118813,1,1,-1,1,112.82,59418180,-0.9123434704830019,-1,-0.0119110176913646,-1,0.49438202247190755,-1,-1,1,54.2,10490200,1.3109978150036397,1,-0.011670313639679075,-1,54.84,0.14587892049598522,1,-1,1,1,543.89,1339300,0.8024950300023669,1,-0.003517707627196165,-1,545.81,0.45437056851285584,1,-1,1,1,251.69999700000002,6236000,-0.43093209701804014,-1,0.010437538889501274,1,249.100006,0.6101922775545857,1,1,0,1,17618.689453,17705.480469,17583.880859,17652.789063,80540000,0.1935422614205556,1,1.0,0.042313688067131115,4203.669922,4220.740234000001,4153.169922,4187.950195,131579800,-0.3739524580112761,-1,9260.530273,9311.0,9170.280273,9248.509766,82312000,-0.12980365751892284,-1
613,2014-11-14,74.88,19476900,-0.8213275885283419,-1,0.008484848484848317,1,74.25,0.026936026936021578,1,1,-1,1,327.82,8877800,-3.3741170534813283,-1,0.03583164812942363,1,316.48,0.20222446916076411,1,1,-1,1,114.18,43789060,-0.9102960671674777,-1,0.0016668128783228209,1,0.29250132955150904,1,-1,1,55.15,10988600,-1.7527675276752686,-1,0.017527675276752586,1,54.2,0.0,-1,1,-1,-1,542.91,1289500,0.4163762427088268,1,-0.0018018349298571934,-1,543.89,0.23718031219547403,1,-1,1,1,258.679993,6101100,-3.47199720000001,-1,0.02773141073974661,1,251.69999700000002,-0.6754060469853818,-1,1,0,-1,17653.109375,17664.150391,17613.199219,17634.740234,72850000,-0.10405612184113723,-1,1.0,0.1935422614205556,4208.109863000001,4208.129883,4164.790039,4202.459961,109621000,-0.1342622266038737,-1,9272.360352,9284.129883,9184.459961,9252.94043,76730500,-0.20943881884196142,-1
614,2014-11-17,74.24,28701200,0.8547008547008554,1,-0.008547008547008517,-1,74.88,0.0,-1,-1,1,-1,323.05,4784900,1.0384756770003634,1,-0.014550668049539306,-1,327.82,-0.42096272344579205,-1,-1,1,-1,113.99,46687710,0.24503369213266923,1,-0.012817181952022194,-1,0.07882291119284393,-1,1,1,54.45,9225300,1.0899182561307799,1,-0.012692656391659063,-1,55.15,-0.1813236627379899,-1,-1,1,-1,535.04,1726000,1.3005220535335587,1,-0.014495956972610524,-1,542.91,-0.15103792525463455,-1,-1,1,-1,253.979996,4025700,1.3631574571112368,1,-0.018169155432132822,-1,258.679993,-0.4600290057994732,-1,-1,1,-1,17631.849609,17675.070313,17606.810547,17647.75,70330000,0.09017993774109224,1,-1.0,-0.10405612184113723,4169.609863000001,4239.109863000001,4166.399902,4226.100098,95508800,1.3548086477173438,1,9162.269531,9331.320313,9161.599609,9306.349609,72034400,1.5725369954738222,1
615,2014-11-18,74.34,20690500,0.1477501678979173,1,0.0013469827586207739,1,74.24,0.2828663793103556,1,1,1,1,324.93,3549500,-0.2901324114941812,-1,0.005819532580096043,1,323.05,0.29097662900479726,1,1,-1,1,115.47,44163250,-1.3428120063191165,-1,0.006976541379611012,1,-0.04386349679796224,1,-1,-1,54.43,7921200,0.0,-1,-0.00036730945821861205,-1,54.45,-0.03673094582186065,-1,-1,-1,-1,533.57,1962600,0.45892953752587035,1,-0.002747458133971148,-1,535.04,0.1850328947368438,1,-1,1,1,257.700012,4473000,-0.7191475778975052,-1,0.014646885812219734,1,253.979996,0.7402177453377009,1,1,0,1,17643.089844,17735.710938,17642.029297,17687.820313,87420000,0.25352967873262683,1,1.0,0.09017993774109224,4230.410156,4267.660156,4223.319824,4262.379883,101914700,0.7557122317006771,1,9323.75,9461.530273,9323.519531,9456.530273,73982400,1.4241080359297524,1
616,2014-11-19,73.33,25441200,0.9187947574652167,1,-0.013586225450632261,-1,74.34,-0.44390637610976363,-1,-1,1,-1,326.54,3281600,0.2169595110771519,1,0.004954913365955882,1,324.93,0.713999938448279,1,1,1,1,114.67,41815550,0.6670131670131636,1,-0.014100249333677262,-1,-0.02598077422707295,-1,1,-1,51.87,24515400,5.242966751918167,1,-0.047032886275950814,-1,54.43,0.5695388572478455,1,-1,1,1,535.52,1392200,-0.3711061963489182,-1,0.003654628258709991,1,533.57,-0.005622505013416497,-1,1,-1,-1,247.74000499999997,7918500,1.1452040974214812,1,-0.03864961791309518,-1,257.700012,-2.751265296797903,-1,-1,1,-1,17685.509766,17712.259766,17624.5,17685.730469,73780000,0.0012479312325129853,1,1.0,0.25352967873262683,4263.330078,4289.169922,4251.040039,4266.189941,83273700,0.06708049688100358,1,9462.049805,9521.730469,9439.160156,9472.799805,73153500,0.11361174609670108,1
617,2014-11-20,73.6,19154900,-1.098901098901095,-1,0.0036819855447973726,1,73.33,-0.7227601254602497,-1,1,-1,-1,330.54,3436700,-2.018518518518525,-1,0.012249647822625054,1,326.54,-0.7778526367367,-1,1,-1,-1,116.31,43148650,-1.218344791576021,-1,-0.0013737443118398973,-1,0.20929624138832725,-1,-1,1,52.59,15425200,-1.388085598611926,-1,0.013880855986119212,1,51.87,0.0,-1,1,-1,-1,533.37,1563300,-0.673839184597971,-1,-0.004014789363609106,-1,535.52,-1.068120705109058,-1,-1,-1,-1,248.710007,3587200,-0.3065174467414757,-1,0.003915403166315556,1,247.74000499999997,0.08476305633402106,1,1,0,1,17677.320313,17720.439453,17603.890625,17719.0,77740000,0.23578057229267016,1,1.0,0.0012479312325129853,4264.609863000001,4264.72998,4201.470215,4234.209961,110207200,-0.7128413378150322,-1,9460.400391,9487.69043,9382.230469,9483.969727,82097800,0.2491367703889445,1
618,2014-11-21,73.75,23060400,1.006711409395973,1,0.0020380434782609758,1,73.6,1.2228260869565295,1,1,1,1,332.63,4466600,0.8317929759704311,1,0.006322986627942173,1,330.54,1.4763719973376883,1,1,1,1,116.47,56759320,0.8850310611862873,1,-0.0182078732192531,-1,1.0317255610007763,-1,1,1,51.47,17878000,3.2700620184175944,1,-0.021296824491348287,-1,52.59,1.1789313557710541,1,-1,1,1,536.03,2224200,0.759076518615893,1,0.004987157132946951,1,533.37,1.2674128653655046,1,1,1,1,242.77999900000003,7485100,3.738950770498158,1,-0.023843061529888354,-1,248.710007,1.4072614295732782,1,-1,1,1,17721.019531,17894.830078,17721.019531,17810.060547,140940000,0.5024598942754769,1,1.0,0.23578057229267016,4245.649902,4356.109863000001,4240.189941,4347.22998,197869900,2.3925684016515016,1,9521.240234,9736.139648,9508.169922,9732.549805,166634400,2.2193492213905186,1
619,2014-11-24,74.01,22103800,-0.6391079684525413,-1,0.0035254237288135926,1,73.75,-0.2847457627118559,-1,1,-1,-1,335.64,2754200,-0.25688511858534374,-1,0.009049093587469637,1,332.63,0.6463638276763903,1,1,-1,1,118.63,46867340,-1.5233204963628593,-1,0.00875850340136064,1,0.3262642740619863,1,-1,1,50.92,17864000,1.1454086585129029,1,-0.010685836409558891,-1,51.47,0.07771517388769993,1,-1,1,1,537.79,1706300,-0.3002722966168104,-1,0.0032833983172584347,1,536.03,0.027983508385720442,1,1,-1,1,246.72000099999997,4789700,-0.6199037596235955,-1,0.016228692710390513,1,242.77999900000003,0.9967863950769653,1,1,0,1,17812.630859,17855.269531,17793.189453,17817.900391,85510000,0.029583120212340525,1,1.0,0.5024598942754769,4355.970215,4400.339844,4348.830078,4368.439941,117173100,0.2862674762343239,1,9722.30957,9832.410156,9711.769531,9785.540039,97612300,0.6503646951863115,1
620,2014-11-25,75.63,32250200,-1.9134887481471525,-1,0.02188893392784741,1,74.01,0.27023375219563384,1,1,-1,1,335.04,2565000,0.0686014257165751,1,-0.001787629603146157,-1,335.64,-0.11023715886068543,-1,-1,1,-1,117.6,68719930,1.234567901234567,1,-0.01176470588235301,-1,0.37090112113293244,-1,1,1,49.86,28100800,0.5782652043868378,1,-0.02081696779261588,-1,50.92,-1.5121759622938002,-1,-1,1,-1,539.6,1789900,-0.38696234558714854,-1,0.0033656259878391825,1,537.79,-0.05020547053682326,-1,1,-1,-1,248.08999599999999,3159800,-0.29916716476650396,-1,0.0055528331486995874,1,246.72000099999997,0.255352220106403,1,1,0,1,17819.050781,17854.730469,17790.890625,17814.939453,88190000,-0.023072654377226928,-1,1.0,0.029583120212340525,4369.310059,4403.549805,4361.180176,4382.310059,122591400,0.29752981190296435,1,9790.030273,9921.459961,9787.259766,9861.209961,117773900,0.7270630020042652,1
