,date,adobe_close,adobe_vol,adobe_intra_perc_change,adobe_intra_returns,adobe_pct_change,adobe_pct_returns,adobe_previous_close,adobe_opening_change,adobe_opening_returns,adobe_target,adobe_intra_target,adobe_open_target
104,2010-08-25,27.48,12706000,0.3986951794128286,1,-0.01611170784103111,1,27.93,-1.2173290368779086,-1,-1,1,-1
105,2010-08-26,27.38,12818200,0.9764918625678104,1,-0.003639010189228631,1,27.48,0.6186317321688433,1,-1,1,1
106,2010-08-27,27.98,7342400,-1.8195050946142648,1,0.021913805697589606,1,27.38,0.3652300949598299,1,1,-1,1
107,2010-08-30,27.79,4870300,0.0,1,-0.006790564689063694,1,27.98,-0.6790564689063663,-1,-1,-1,-1
108,2010-08-31,27.7,8491100,0.10818608005770335,1,-0.0032385750269880997,1,27.79,-0.21590500179920374,-1,-1,1,-1
109,2010-09-01,28.85,6116300,-2.523098791755511,1,0.04151624548736477,1,27.7,1.5884476534296075,1,1,-1,1
110,2010-09-02,29.42,6125600,-1.4482758620689713,1,0.019757365684575312,1,28.85,0.5199306759098737,1,1,-1,1
111,2010-09-03,29.49,6035600,0.5731625084288662,1,0.0023793337865396502,1,29.42,0.8157715839564869,1,1,1,1
112,2010-09-07,29.17,4154100,1.0515603799185844,1,-0.010851135978297566,1,29.49,-0.033909799932173655,-1,-1,1,-1
113,2010-09-08,29.31,5205600,0.034106412005462355,1,0.004799451491257933,1,29.17,0.5142269454919389,1,1,1,1
114,2010-09-09,32.86,38740500,-3.0094043887147364,1,0.12111907198908223,1,29.31,8.836574547935857,1,1,-1,1
115,2010-09-10,32.2,15942400,1.1056511056511038,1,-0.02008520998174057,1,32.86,-0.9129640900791149,-1,-1,1,-1
116,2010-09-13,32.24,6416700,0.1548467017652436,1,0.001242236024844745,1,32.2,0.2795031055900506,1,1,1,1
117,2010-09-14,32.47,6011200,-1.2157107231920217,1,0.007133995037220675,1,32.24,-0.4962779156327658,-1,1,-1,-1
118,2010-09-15,32.76,4407300,-1.5499070055796653,1,0.008931321219587396,1,32.47,-0.6467508469356356,-1,1,-1,-1
119,2010-09-16,32.85,6240400,-0.27472527472528513,1,0.0027472527472529595,1,32.76,0.0,-1,1,-1,-1
120,2010-09-17,32.78,11075400,1.0564443102927903,1,-0.002130898021308947,1,32.85,0.8523592085235956,1,-1,1,1
121,2010-09-20,33.11,8431600,0.689862027594493,1,0.010067114093959662,1,32.78,1.708358755338628,1,1,1,1
122,2010-09-21,32.94,24824300,2.1390374331550768,1,-0.0051344004832377665,1,33.11,1.6611295681063036,1,-1,1,1
123,2010-09-22,26.67,108752400,-3.0127462340672118,1,-0.19034608378870665,1,32.94,-21.402550091074673,-1,-1,-1,-1
124,2010-09-23,26.41,31770800,0.6395786305492782,1,-0.009748781402324713,1,26.67,-0.33745781777279116,-1,-1,1,-1
125,2010-09-24,26.88,23950500,-0.7496251874062941,1,0.017796289284361944,1,26.41,1.0223400227186656,1,1,-1,1
126,2010-09-27,26.88,11294500,0.0,1,0.0,1,26.88,0.0,-1,-1,-1,-1
127,2010-09-28,26.28,25302600,2.3411371237458156,1,-0.022321428571428492,1,26.88,0.1116071428571471,1,-1,1,1
128,2010-09-29,26.04,14196200,0.8755234107346801,1,-0.009132420091324311,1,26.28,-0.03805175038052345,-1,-1,1,-1
129,2010-09-30,26.15,17408200,0.38095238095238637,1,0.004224270353302639,1,26.04,0.8064516129032291,1,1,1,1
130,2010-10-01,26.27,8923400,0.15203344735841562,1,0.004588910133843216,1,26.15,0.6118546845124289,1,1,1,1
131,2010-10-04,25.6,12822500,2.065799540933432,1,-0.025504377617053597,1,26.27,-0.49486105824133614,-1,-1,1,-1
132,2010-10-05,25.77,14809600,0.07754943776657454,1,0.006640624999999956,1,25.6,0.7421874999999911,1,1,1,1
133,2010-10-06,25.73,12636900,1.038461538461537,1,-0.0015521924718664426,1,25.77,0.8925106713232458,1,-1,1,1
134,2010-10-07,28.69,66892700,-11.201550387596901,1,0.11504080839486974,1,25.73,0.2720559657986797,1,1,-1,1
135,2010-10-08,26.99,44108800,1.92587209302326,1,-0.0592540955036599,1,28.69,-4.078075984663652,-1,-1,1,-1
136,2010-10-11,27.25,10459000,-0.7393715341959308,1,0.009633197480548361,1,26.99,0.22230455724343196,1,1,-1,1
137,2010-10-12,27.66,10274400,-1.579140653690781,1,0.015045871559633106,1,27.25,-0.07339449541284247,-1,1,-1,-1
138,2010-10-13,27.71,9441600,0.251979841612672,1,0.0018076644974693856,1,27.66,0.4338394793926283,1,1,1,1
139,2010-10-14,27.49,7435600,1.2926391382405853,1,-0.007939372067845674,1,27.71,0.5052327679538093,1,-1,1,1
140,2010-10-15,28.08,20402000,-1.6654598117306203,1,0.021462349945434722,1,27.49,0.4728992360858587,1,1,-1,1
141,2010-10-18,28.06,8068200,-0.9352517985611439,1,-0.0007122507122506727,1,28.08,-0.9971509971509886,-1,-1,-1,-1
142,2010-10-19,27.58,9833100,0.3612716763005832,1,-0.017106200997861754,1,28.06,-1.3542409123307164,-1,-1,1,-1
143,2010-10-20,28.21,9200400,-1.804402742692169,1,0.022842639593908753,1,27.58,0.47135605511240963,1,1,-1,1
144,2010-10-21,27.7,9217600,2.189265536723167,1,-0.018078695498050412,1,28.21,0.3899326479971621,1,-1,1,1
145,2010-10-22,28.21,6902100,-1.657657657657661,1,0.018411552346570437,1,27.7,0.18050541516245744,1,1,-1,1
146,2010-10-25,28.2,13727400,0.0,1,-0.0003544842254520342,1,28.21,-0.03544842254520228,-1,-1,-1,-1
147,2010-10-26,28.14,12548300,-0.35663338088445584,1,-0.0021276595744680327,1,28.2,-0.5673758865248233,-1,-1,-1,-1
148,2010-10-27,28.17,10814600,-0.7871198568873075,1,0.0010660980810235365,1,28.14,-0.6751954513148588,-1,1,-1,-1
149,2010-10-28,28.1,9750800,0.6013441811107115,1,-0.002484913028043989,1,28.17,0.3549875754348522,1,-1,1,1
150,2010-10-29,28.15,6211500,0.03551136363636919,1,0.00177935943060481,1,28.1,0.2135231316725933,1,1,1,1
151,2010-11-01,28.22,5394700,0.24743725698126648,1,0.00248667850799289,1,28.15,0.4973357015985811,1,1,1,1
152,2010-11-02,29.02,9643100,-2.25510923185342,1,0.028348688873139682,1,28.22,0.5669737774627929,1,1,-1,1
153,2010-11-03,28.8,6423800,0.7580978635423807,1,-0.007580978635423841,1,29.02,0.0,-1,-1,1,-1
154,2010-11-04,29.46,6191500,-1.202335967021647,1,0.022916666666666696,1,28.8,1.0763888888888844,1,1,-1,1
155,2010-11-05,29.14,7584300,0.9853890587835513,1,-0.010862186014935493,1,29.46,-0.10183299389002422,-1,-1,1,-1
156,2010-11-08,29.29,5143300,-0.9999999999999971,1,0.005147563486616269,1,29.14,-0.48043925875085985,-1,1,-1,-1
157,2010-11-09,29.49,6304600,-0.3061224489795914,1,0.006828269033799961,1,29.29,0.37555479685899434,1,1,-1,1
158,2010-11-10,29.79,6356400,-0.8463100880162491,1,0.010172939979654183,1,29.49,0.16954899966090442,1,1,-1,1
159,2010-11-11,29.94,6408600,-1.9407558733401438,1,0.0050352467270897705,1,29.79,-1.4098690835850893,-1,1,-1,-1
160,2010-11-12,29.54,8462900,0.5052206130010176,1,-0.013360053440213848,1,29.94,-0.83500334001336,-1,-1,1,-1
161,2010-11-15,29.51,5192200,0.20290835306052998,1,-0.0010155721056194222,1,29.54,0.10155721056195376,1,-1,1,1
162,2010-11-16,29.02,7979500,0.718439958946291,1,-0.016604540833615844,1,29.51,-0.9488309047780452,-1,-1,1,-1
163,2010-11-17,28.9,6688200,0.24162927166033926,1,-0.004135079255685792,1,29.02,-0.17229496898690805,-1,-1,1,-1
164,2010-11-18,28.68,6761500,1.982228298017778,1,-0.00761245674740485,1,28.9,1.2456747404844395,1,-1,1,1
165,2010-11-19,28.86,6047700,-0.6978367062107441,1,0.006276150627614996,1,28.68,-0.06973500697349921,-1,1,-1,-1
166,2010-11-22,29.18,4450100,-1.6016713091922035,1,0.011088011088011163,1,28.86,-0.4851004851004871,-1,1,-1,-1
167,2010-11-23,28.19,14184600,2.1180555555555536,1,-0.03392734749828641,1,29.18,-1.302261823166549,-1,-1,1,-1
168,2010-11-24,28.4,7025500,-0.28248587570620864,1,0.007449450159630944,1,28.19,0.4611564384533487,1,1,-1,1
169,2010-11-26,28.72,2658300,-2.1337126600284417,1,0.011267605633802802,1,28.4,-0.9859154929577381,-1,1,-1,-1
170,2010-11-29,28.36,4553500,0.14084507042253222,1,-0.012534818941504211,1,28.72,-1.1142061281337057,-1,-1,1,-1
171,2010-11-30,27.8,5831600,0.6077940650697109,1,-0.019746121297602226,1,28.36,-1.375176304654445,-1,-1,1,-1
172,2010-12-01,28.37,6306700,-0.7815275310834899,1,0.02050359712230221,1,27.8,1.258992805755388,1,1,-1,1
173,2010-12-02,29.1,5769700,-2.176966292134835,1,0.02573140641522742,1,28.37,0.38773352132534167,1,1,-1,1
174,2010-12-03,29.14,4868200,-0.795572466274647,1,0.0013745704467353903,1,29.1,-0.6529209621993171,-1,1,-1,-1
175,2010-12-06,29.23,6059700,-0.7236388697450064,1,0.00308853809196985,1,29.14,-0.41180507892931023,-1,1,-1,-1
176,2010-12-07,29.02,7598300,1.627118644067798,1,-0.007184399589462931,1,29.23,0.9237085186452261,1,-1,1,1
177,2010-12-08,29.21,4880400,-0.6200482259731303,1,0.006547208821502393,1,29.02,0.034458993797386504,1,1,-1,1
178,2010-12-09,28.6,10393700,2.8202514441046493,1,-0.02088325915782263,1,29.21,0.7531667237247479,1,-1,1,1
179,2010-12-10,28.71,5346100,-0.2794271742927064,1,0.0038461538461538325,1,28.6,0.10489510489509644,1,1,-1,1
180,2010-12-13,27.81,8839200,2.6941917424772552,1,-0.031347962382445194,1,28.71,-0.45280390107977203,-1,-1,1,-1
181,2010-12-14,28.15,6546500,-1.040918880114857,1,0.012225818051060822,1,27.81,0.17979144192736682,1,1,-1,1
182,2010-12-15,27.72,6462500,1.2116892373485384,1,-0.015275310834813483,1,28.15,-0.3197158081705146,-1,-1,1,-1
183,2010-12-16,28.52,7665700,-2.5530384753685755,1,0.02886002886002892,1,27.72,0.3246753246753242,1,1,-1,1
184,2010-12-17,28.79,11646400,-0.7700385019250923,1,0.009467040673211802,1,28.52,0.17531556802244289,1,1,-1,1
185,2010-12-20,29.18,11973600,-0.5860048259220895,1,0.013546370267454089,1,28.79,0.764154220215361,1,1,-1,1
186,2010-12-21,30.93,23465600,0.16139444803099004,1,0.05997258396161764,1,29.18,6.168608636052093,1,1,1,1
187,2010-12-22,30.65,6343500,0.6482982171799119,1,-0.009052699644358286,1,30.93,-0.25864856126737246,-1,-1,1,-1
188,2010-12-23,30.85,3027200,-1.0150622134905118,1,0.006525285481239873,1,30.65,-0.3588907014681874,-1,1,-1,-1
189,2010-12-27,30.95,2920300,-0.8143322475570033,1,0.0032414910858995505,1,30.85,-0.48622366288493396,-1,1,-1,-1
190,2010-12-28,30.92,3748400,0.6426735218508974,1,-0.0009693053311792266,1,30.95,0.549273021001621,1,-1,1,1
191,2010-12-29,30.97,2662600,-0.12932428063368623,1,0.0016170763260023868,1,30.92,0.03234152652004531,1,1,-1,1
192,2010-12-30,30.57,3435500,1.1319534282018155,1,-0.012915724895059655,1,30.97,-0.1614465611882375,-1,-1,1,-1
193,2010-12-31,30.78,2841300,-0.8519003931848019,1,0.006869479882237517,1,30.57,-0.1635590448151806,-1,1,-1,-1
194,2011-01-03,31.29,6245500,-1.4920531949399964,1,0.016569200779727122,1,30.78,0.162443144899276,1,1,-1,1
195,2011-01-04,31.51,8038100,-0.7352941176470602,1,0.00703100031959103,1,31.29,-0.031959092361770566,-1,1,-1,-1
196,2011-01-05,32.22,7143500,-2.3506988564167672,1,0.02253252935575989,1,31.51,-0.0952078705172997,-1,1,-1,-1
197,2011-01-06,32.27,6230900,-0.4357298474945552,1,0.0015518311607698454,1,32.22,-0.27932960893853603,-1,1,-1,-1
198,2011-01-07,32.04,6828500,0.43505282784338273,1,-0.007127362875736121,1,32.27,-0.2788968081809836,-1,-1,1,-1
199,2011-01-10,32.96,10377900,-2.0433436532507856,1,0.02871410736579283,1,32.04,0.811485642946311,1,1,-1,1
200,2011-01-11,32.98,7110600,0.45276184726835395,1,0.0006067961165048263,1,32.96,0.5157766990291314,1,1,1,1
201,2011-01-12,33.57,7319100,-1.2975256487628235,1,0.017889630078835816,1,32.98,0.4851425106125037,1,1,-1,1
202,2011-01-13,33.38,7594800,0.5955926146515657,1,-0.005659815311289784,1,33.57,0.029788501638361664,1,-1,1,1
203,2011-01-14,33.79,5767300,-1.1373840167614564,1,0.012282804074295939,1,33.38,0.08987417615336737,1,1,-1,1
204,2011-01-18,34.18,5722100,-1.877794336810738,1,0.011541876294761888,1,33.79,-0.7102693104468837,-1,1,-1,-1
205,2011-01-19,33.91,5899200,0.6154747948417376,1,-0.00789935634874206,1,34.18,-0.1755412521942723,-1,-1,1,-1
206,2011-01-20,33.49,8531800,0.5050505050504891,1,-0.012385726924211027,1,33.91,-0.7372456502506636,-1,-1,1,-1
207,2011-01-21,33.27,5714800,1.5389168393015569,1,-0.006569125111973717,1,33.49,0.8957897879964084,1,-1,1,1
208,2011-01-24,34.03,7387900,-2.008393285371708,1,0.02284340246468286,1,33.27,0.27051397655544424,1,1,-1,1
209,2011-01-25,33.56,8191400,-1.7586416009703016,1,-0.01381134293270636,1,34.03,-3.085512782838684,-1,-1,-1,-1
210,2011-01-26,33.52,5913500,-0.4796163069544475,1,-0.0011918951132300348,1,33.56,-0.5959475566150263,-1,-1,-1,-1
211,2011-01-27,33.85,4679400,-1.1051373954599897,1,0.00984486873508339,1,33.52,-0.11933174224345539,-1,1,-1,-1
212,2011-01-28,32.49,6506700,4.24403183023872,1,-0.04017725258493354,1,33.85,0.23633677991136864,1,-1,1,1
213,2011-01-31,33.05,5390600,-1.3803680981594961,1,0.017236072637734523,1,32.49,0.33856571252692963,1,1,-1,1
214,2011-02-01,33.51,4738000,-0.7819548872180391,1,0.013918305597579561,1,33.05,0.6051437216338967,1,1,-1,1
215,2011-02-02,33.43,3046100,-0.42054671072394284,1,-0.0023873470605788594,1,33.51,-0.6565204416592029,-1,-1,-1,-1
216,2011-02-03,33.53,3043800,-0.7814848211601984,1,0.0029913251570445887,1,33.43,-0.4786120251271211,-1,1,-1,-1
217,2011-02-04,33.36,6534800,0.625558534405722,1,-0.005070086489710746,1,33.53,0.1192961526990729,1,-1,1,1
218,2011-02-07,33.56,3679400,-0.2389486260454164,1,0.00599520383693064,1,33.36,0.35971223021581966,1,1,-1,1
