,date,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target
120,2010-09-17,20.07,23191000,1.327433628318582,1,0.0,-1,20.07,1.3452914798206257,1,-1,1,1
121,2010-09-20,20.41,37009000,-0.5914243469689552,-1,0.016940707523667164,1,20.07,1.0961634280019874,1,1,-1,1
122,2010-09-21,21.03,32460400,-2.585365853658542,-1,0.03037726604605595,1,20.41,0.4409603135717779,1,1,-1,1
123,2010-09-22,22.42,62444900,-4.570895522388061,-1,0.06609605325725165,1,21.03,1.949595815501665,1,1,-1,1
124,2010-09-23,22.92,81991000,-1.058201058201067,-1,0.022301516503122176,1,22.42,1.159678858162346,1,1,-1,1
125,2010-09-24,23.17,65331000,1.1940298507462583,1,0.010907504363001808,1,22.92,2.3123909249563592,1,1,1,1
126,2010-09-27,23.57,41696900,-2.79110335804623,-1,0.017263703064307245,1,23.17,-1.035822183858446,-1,1,-1,-1
127,2010-09-28,23.12,38302600,1.8259023354564745,1,-0.01909206618582937,-1,23.57,-0.0848536274925735,-1,-1,1,-1
128,2010-09-29,24.38,54484500,-6.416412047140982,-1,0.054498269896193774,1,23.12,-0.9083044982698999,-1,1,-1,-1
129,2010-09-30,23.17,72002700,5.62118126272912,1,-0.049630844954880904,-1,24.38,0.6972928630024681,1,-1,1,1
130,2010-10-01,22.09,58912700,3.7053182214472598,1,-0.04661199827362972,-1,23.17,-0.9926629261976713,-1,-1,1,-1
131,2010-10-04,22.34,47406800,-2.1957913998170193,-1,0.011317338162064372,1,22.09,-1.041195110909916,-1,1,-1,-1
132,2010-10-05,22.31,41052900,2.106186924089515,1,-0.0013428827215756778,-1,22.34,2.0143240823634705,1,-1,1,1
133,2010-10-06,21.47,47487300,2.7186225645672923,1,-0.0376512774540565,-1,22.31,-1.0757507844016068,-1,-1,1,-1
134,2010-10-07,21.63,28767900,-0.5111524163568747,-1,0.007452258965999103,1,21.47,0.2328830926874742,1,1,-1,1
135,2010-10-08,21.38,24377500,1.5653775322283605,1,-0.011558021266759089,-1,21.63,0.4160887656033281,1,-1,1,1
136,2010-10-11,21.96,28622300,-1.9972131908964221,-1,0.027128157156220745,1,21.38,0.7015902712815816,1,1,-1,1
137,2010-10-12,22.2,25449200,-1.0928961748633808,-1,0.010928961748633892,1,21.96,0.0,-1,1,-1,-1
138,2010-10-13,22.09,22960700,2.213368747233289,1,-0.004954954954954904,-1,22.2,1.7567567567567592,1,-1,1,1
139,2010-10-14,21.83,21929600,0.7276034561164172,1,-0.011770031688546956,-1,22.09,-0.4526935264825777,-1,-1,1,-1
140,2010-10-15,22.25,24075100,-1.4591883264933894,-1,0.019239578561612625,1,21.83,0.45808520384792223,1,1,-1,1
141,2010-10-18,21.86,19976600,2.1486123545210405,1,-0.01752808988764043,-1,22.25,0.40449438202247123,1,-1,1,1
142,2010-10-19,21.33,25627700,0.6520726595249212,1,-0.024245196706312977,-1,21.86,-1.784080512351329,-1,-1,1,-1
143,2010-10-20,21.88,63282100,-2.099860009332708,-1,0.025785278949835844,1,21.33,0.46882325363338695,1,1,-1,1
144,2010-10-21,24.67,111769000,-1.857968620974413,-1,0.12751371115173682,1,21.88,10.694698354661792,1,1,-1,1
145,2010-10-22,24.01,49298900,-0.5865102639296211,-1,-0.02675314146736929,-1,24.67,-3.2428050263477934,-1,-1,-1,-1
146,2010-10-25,23.83,25864300,1.4474772539288727,1,-0.007496876301541167,-1,24.01,0.7080383173677557,1,-1,1,1
147,2010-10-26,25.37,73645600,-6.284038542103058,-1,0.0646244229962234,1,23.83,0.16785564414604576,1,1,-1,1
148,2010-10-27,25.5,64831200,0.4295197188598182,1,0.00512416239653124,1,25.37,0.9459992116673174,1,1,1,1
149,2010-10-28,25.1,26392100,1.8380915134923694,1,-0.015686274509803866,-1,25.5,0.27450980392156976,1,-1,1,1
150,2010-10-29,24.8,41610800,0.7603041216486505,1,-0.01195219123505975,-1,25.1,-0.43824701195220306,-1,-1,1,-1
151,2010-11-01,23.91,34553400,3.7826961770623795,1,-0.03588709677419355,-1,24.8,0.2016129032258093,1,-1,1,1
152,2010-11-02,24.52,38203200,-2.98194036119278,-1,0.025512337933918827,1,23.91,-0.4182350480970365,-1,1,-1,-1
153,2010-11-03,24.49,27377000,0.689375506893762,1,-0.0012234910277325595,-1,24.52,0.5709624796084851,1,-1,1,1
154,2010-11-04,23.97,41218800,3.1906300484652776,1,-0.021233156390363384,-1,24.49,1.1024908125765747,1,-1,1,1
155,2010-11-05,24.01,21994000,1.6386726751331362,1,0.0016687526074261605,1,23.97,1.8356278681685494,1,1,1,1
156,2010-11-08,24.16,28799400,-1.3848090642047917,-1,0.006247396917950843,1,24.01,-0.7496876301541161,-1,1,-1,-1
157,2010-11-09,24.35,40275900,-0.41237113402062436,-1,0.007864238410596025,1,24.16,0.37251655629139013,1,1,-1,1
158,2010-11-10,25.27,38518900,-4.034582132564844,-1,0.037782340862422936,1,24.35,-0.24640657084189846,-1,1,-1,-1
159,2010-11-11,25.02,29417500,-0.12004801920768764,-1,-0.009893153937475252,-1,25.27,-1.1080332409972344,-1,-1,-1,-1
160,2010-11-12,24.71,29166900,0.9222133119486785,1,-0.012390087929656235,-1,25.02,-0.31974420463628417,-1,-1,1,-1
161,2010-11-15,24.04,31976700,2.117263843648207,1,-0.027114528530959192,-1,24.71,-0.6070416835289443,-1,-1,1,-1
162,2010-11-16,23.63,27365800,0.7976490344248583,1,-0.01705490848585689,-1,24.04,-0.9151414309484147,-1,-1,1,-1
163,2010-11-17,23.81,18810400,-1.189970250743721,-1,0.007617435463393996,1,23.63,-0.4231908590774349,-1,1,-1,-1
164,2010-11-18,24.05,17776500,0.7428807263722647,1,0.010079798404031948,1,23.81,1.7639647207055933,1,1,1,1
165,2010-11-19,24.72,22594600,-2.7858627858627782,-1,0.027858627858627694,1,24.05,0.0,-1,1,-1,-1
166,2010-11-22,26.9,71804600,-3.9814456899883943,-1,0.08818770226537209,1,24.72,4.652103559870559,1,1,-1,1
167,2010-11-23,26.82,47708500,-0.8270676691729281,-1,-0.0029739776951672736,-1,26.9,-1.115241635687722,-1,-1,-1,-1
168,2010-11-24,26.97,28202300,1.1001100110011028,1,0.005592841163310824,1,26.82,1.6778523489932857,1,1,1,1
169,2010-11-26,27.41,21292600,-1.858045336306206,-1,0.01631442343344469,1,26.97,-0.22246941045605756,-1,1,-1,-1
170,2010-11-29,28.42,49387800,-2.5252525252525357,-1,0.03684786574242982,1,27.41,1.1309740970448694,1,1,-1,1
171,2010-11-30,29.41,83170500,-3.9589961117002512,-1,0.034834623504574225,1,28.42,-0.45742434904997376,-1,1,-1,-1
172,2010-12-01,28.59,74986800,3.7049511620074145,1,-0.02788167290037402,-1,29.41,0.9520571234274096,1,-1,1,1
173,2010-12-02,27.63,59782800,0.432432432432436,1,-0.033578174186778664,-1,28.59,-2.9380902413431267,-1,-1,1,-1
174,2010-12-03,26.49,62869800,4.780733285406189,1,-0.04125950054288818,-1,27.63,0.687658342381474,1,-1,1,1
175,2010-12-06,27.64,47777100,-3.520599250936334,-1,0.0434126085315214,1,26.49,0.792751981879958,1,1,-1,1
176,2010-12-07,27.12,49305200,3.7615330021291653,1,-0.01881331403762665,-1,27.64,1.9536903039073774,1,-1,1,1
177,2010-12-08,26.89,73343900,-1.7019667170953072,-1,-0.008480825958702032,-1,27.12,-2.5073746312684353,-1,-1,-1,-1
178,2010-12-09,27.29,47335400,-0.5526897568165018,-1,0.014875418371141702,1,26.89,0.9297136481963555,1,1,-1,1
179,2010-12-10,27.8,47511800,1.4184397163120517,1,0.01868816416269703,1,27.29,3.334554781971419,1,1,1,1
180,2010-12-13,26.26,50047200,4.543802253725918,1,-0.05539568345323742,-1,27.8,-1.0431654676258961,-1,-1,1,-1
181,2010-12-14,25.49,63529900,1.5069551777434333,1,-0.029322162985529476,-1,26.26,-1.4470677837014567,-1,-1,1,-1
182,2010-12-15,25.5,44511600,-0.11778563015312578,-1,0.0003923107100824996,1,25.49,-0.07846214201647538,-1,1,-1,-1
183,2010-12-16,25.95,34080900,-1.724813798510379,-1,0.01764705882352935,1,25.5,0.03921568627451593,1,1,-1,1
184,2010-12-17,25.72,103407500,1.64435946462715,1,-0.008863198458574195,-1,25.95,0.7707129094412304,1,-1,1,1
185,2010-12-20,25.44,32995900,1.5098722415795471,1,-0.010886469673405785,-1,25.72,0.42768273716951566,1,-1,1,1
186,2010-12-21,26.61,40583900,-3.09957380860132,-1,0.04599056603773577,1,25.44,1.4544025157232603,1,1,-1,1
187,2010-12-22,26.48,29177400,0.9352787130564908,1,-0.0048853814355505065,-1,26.61,0.45095828635851554,1,-1,1,1
188,2010-12-23,26.37,21014700,0.4154078549848921,1,-0.00415407854984895,-1,26.48,0.0,-1,-1,1,-1
189,2010-12-27,25.72,26189100,0.07770007770007606,1,-0.02464922260144109,-1,26.37,-2.3890784982935247,-1,-1,1,-1
190,2010-12-28,26.24,27215300,-2.540054708870647,-1,0.020217729393467998,1,25.72,-0.5054432348366991,-1,1,-1,-1
191,2010-12-29,25.75,19399100,2.0540129326740173,1,-0.01867378048780477,-1,26.24,0.1905487804878076,1,-1,1,1
192,2010-12-30,25.69,14743400,0.07779074290159305,1,-0.0023300970873786353,-1,25.75,-0.1553398058252394,-1,-1,1,-1
193,2010-12-31,25.1,21562800,1.8764659890539364,1,-0.02296613468275588,-1,25.69,-0.4281821720513935,-1,-1,1,-1
194,2011-01-03,25.49,39956000,-1.9599999999999937,-1,0.015537848605577498,1,25.1,-0.3984063745019977,-1,1,-1,-1
195,2011-01-04,25.91,44065700,0.0,-1,0.01647704982346032,1,25.49,1.6477049823460248,1,1,-1,1
196,2011-01-05,25.68,31799600,0.7727975270479107,1,-0.008876881512929424,-1,25.91,-0.11578541103821358,-1,-1,1,-1
197,2011-01-06,25.43,31991400,-1.0329757647993563,-1,-0.009735202492211825,-1,25.68,-1.9859813084112072,-1,-1,-1,-1
198,2011-01-07,25.61,22155000,-0.3526645768025073,-1,0.007078254030672415,1,25.43,0.35391270153362114,1,1,-1,1
199,2011-01-10,26.84,43674400,-4.557849629918185,-1,0.0480281140179617,1,25.61,0.23428348301445637,1,1,-1,1
200,2011-01-11,26.66,32522700,1.4781966001478144,1,-0.006706408345752646,-1,26.84,0.8196721311475367,1,-1,1,1
201,2011-01-12,26.99,21098700,-0.4839910647803388,-1,0.012378094523630923,1,26.66,0.750187546886719,1,1,-1,1
202,2011-01-13,27.36,29903300,-1.6344725111441223,-1,0.013708781030011163,1,26.99,-0.259355316783982,-1,1,-1,-1
203,2011-01-14,27.35,19575500,-0.33015407190021956,-1,-0.0003654970760232912,-1,27.36,-0.36549707602338405,-1,-1,-1,-1
204,2011-01-18,27.67,18580800,-1.17001828153565,-1,0.011700182815356452,1,27.35,0.0,-1,1,-1,-1
205,2011-01-19,27.27,21740600,0.9803921568627435,1,-0.014456089627755797,-1,27.67,-0.46982291290206923,-1,-1,1,-1
206,2011-01-20,26.43,38231200,0.9741476208317781,1,-0.030803080308030806,-1,27.27,-2.1268793546021203,-1,-1,1,-1
207,2011-01-21,26.01,24908100,1.5145778114350572,1,-0.015891032917139558,-1,26.43,-0.07567158531971084,-1,-1,1,-1
208,2011-01-24,26.28,26971700,-2.21703617269545,-1,0.01038062283737018,1,26.01,-1.1534025374855852,-1,1,-1,-1
209,2011-01-25,26.68,21464100,-2.065799540933432,-1,0.01522070015220689,1,26.28,-0.5327245053272472,-1,1,-1,-1
210,2011-01-26,26.15,59841600,2.316025401568924,1,-0.019865067466266928,-1,26.68,0.337331334332833,1,-1,1,1
211,2011-01-27,30.12,129042200,-1.7911456573166649,-1,0.1518164435946463,1,26.15,13.154875717017214,1,1,-1,1
212,2011-01-28,31.14,62805400,-2.9761904761904834,-1,0.03386454183266929,1,30.12,0.3984063745019835,1,1,-1,1
213,2011-01-31,30.58,41064100,-0.45992115637318337,-1,-0.017983301220295567,-1,31.14,-2.247912652536928,-1,-1,-1,-1
214,2011-02-01,30.41,28660800,0.8153946510110893,1,-0.005559189012426358,-1,30.58,0.26160889470242593,1,-1,1,1
215,2011-02-02,30.18,33358500,-1.2072434607645854,-1,-0.007563301545544188,-1,30.41,-1.9401512660309106,-1,-1,-1,-1
216,2011-02-03,30.21,21245700,-0.19900497512438564,-1,0.0009940357852882276,1,30.18,-0.0994035785288308,-1,1,-1,-1
