ID,saleprice
2427,188074.14506969295
2036,206032.98329495906
2564,135470.85287007605
642,169340.75806115384
1008,200455.72076877288
1908,162742.54329232627
2519,210564.68506532087
1369,116812.59936209828
2855,175821.24283817422
712,85078.89651103114
1943,109081.78742605686
1958,118745.15030158103
107,187969.68987406665
2295,183477.9756962507
704,97297.27567821128
676,109212.57585555923
259,196570.43154408777
93,293617.0881309812
106,267864.11486558634
2315,194895.58330993383
1050,93285.1412137875
1095,213998.39789264064
2709,121497.46932080365
758,190732.8368118459
1496,164657.858515257
2370,134001.83672957128
2458,253474.02906898523
2733,107858.05412796102
161,290207.94557684485
726,185734.79524361016
845,229441.97361682705
947,269696.8272185631
2232,129843.80931321302
2563,156237.17966643593
2299,118643.28278747933
211,99127.18204603781
605,205817.92503892555
1478,218657.3318821071
2247,254772.45101684734
2274,192382.4246730031
2869,185592.7920955194
967,234595.60018006462
2656,83106.66049066168
667,259347.699089123
1042,128730.7142148515
2023,176632.92234337813
2447,354442.1683621376
2055,127448.29834219576
2275,275070.6045115795
2204,171291.95281319556
1563,251154.5430382807
483,223330.66123361973
796,131635.92255818768
1526,174184.3732277808
2042,186915.57064713907
442,309463.1294658885
1693,298717.4828475679
1468,239754.4095482974
1430,191180.9231348548
2605,202480.04810963254
1529,219985.83837877266
335,110534.87723272988
1287,136733.146692378
31,108978.97600261994
1785,255501.21125125606
82,182057.44870536655
2620,122064.81166728429
252,215061.8670676808
721,42973.01228884974
2165,175231.99646640883
2316,192038.42944455319
775,131522.63961802068
1558,115328.77717123702
17,244820.35856113385
1022,220361.3730617512
925,105579.14214349088
438,273633.25334018865
1270,145173.33963748429
1272,101450.37017822536
215,166670.6606607363
266,246908.66239183364
2402,282684.510767527
1250,146141.02292545015
1984,122890.26883723165
1279,144490.76595122655
377,261012.05974344932
1252,157302.06411989735
2156,276269.9268541942
499,312295.58133473503
1374,123531.34865200416
2898,271317.8956903978
401,93659.73227688039
2721,190442.91277132026
2078,245480.9534994841
2589,113298.03353003217
1946,309524.669174603
1334,141427.55867546535
2781,236370.64590519073
431,346548.82446343196
576,210411.35208751162
1474,236162.11526517326
2254,149158.43255002968
2155,289803.9359452139
885,124898.48488913884
643,135509.7734785088
1944,127205.24084602355
480,209881.94341278815
2845,99059.42317449633
2387,315361.1924097123
2407,201972.85964710457
2527,192492.41738205758
2514,188111.58239715412
629,176721.341144923
80,218836.71779822354
1876,126214.04211014742
1546,136039.1244344681
2518,167951.2029940567
2347,166118.33111813347
783,172337.57573074373
1322,40880.00009585274
194,67373.15982773816
1770,289947.4293687853
2143,137254.7247470527
1229,208281.8337882587
511,280938.27463125996
46,215821.85199956124
1348,205169.0561481705
2465,221587.59097089747
387,252211.5378787103
873,217150.31092508178
1918,111755.64201816799
2764,262578.1317325299
2184,128714.05280169271
934,167422.38270858175
1920,125039.54343257469
2631,152520.72567541318
1768,453435.14288489276
2040,118692.88462671624
1749,228633.59522587166
834,233948.81240325823
1457,247537.29674173146
79,126485.80348525383
2302,94269.08353081968
1817,127897.63774103162
2755,242868.4269852774
359,191396.8118177232
2059,94141.08127472119
2092,273897.3911728398
2516,239855.5629627331
150,101687.6539121064
1656,157821.4692649233
83,106535.60051415498
2411,171311.13900108464
795,67659.0926031077
2312,255362.85604018596
2917,74451.66214976436
1624,204377.6187785501
2215,307447.065916829
1211,148900.62601840083
1485,148725.595391362
1024,174034.30841679138
570,186642.1183652119
2874,148368.44853661157
700,192443.54363237217
2756,223174.8227885792
2022,216713.81391137664
583,241663.85916130163
2392,339064.9053459577
2424,198162.86164715193
212,106937.30873348883
736,134610.9399092655
1610,180361.89730142342
890,118156.84760079547
467,178992.09064475546
578,276381.0219014867
1747,198811.7482873384
1149,171157.2334147607
2758,217655.1851920538
857,121293.21724394725
2219,287002.08636681736
733,108679.99759177964
2909,122669.40322826174
1798,294382.27500557527
235,120102.95728554812
2366,132116.55684051462
1027,131231.65946710596
1195,141846.15715168187
1303,-939.4813347228337
148,173610.59627618192
608,143955.49486929586
2515,213127.15331274824
821,278765.04590048356
2500,272330.35099926725
745,108444.38801655517
741,143874.51548718996
1611,150344.06753309935
2532,119189.90389777941
1081,230260.15553154133
1692,365856.334030277
2520,200505.61561776028
276,125210.38575055663
1992,130028.77223240954
663,-432.58499079351895
418,144223.24501189103
1733,202347.48268935483
2359,155624.52705840764
253,206062.5731951861
1518,179020.4765639135
2035,155683.7816327203
2919,62956.28071300419
1540,254997.33972539275
2120,143458.5692783986
1674,179162.6654016591
256,150540.40371847342
2361,71812.40770890289
978,72841.07073413067
2280,153974.21285451273
2095,235233.9393657006
1709,320791.4194559945
2801,256763.8625127331
1246,99230.49020067517
2373,124072.17913232151
1055,279312.67036065424
2017,128913.73344328957
1099,266749.50591812574
1344,90506.53530955015
835,188327.61241702395
1117,211432.11338339085
2043,66614.58645876763
2085,118514.13649495294
410,177120.25426224258
2650,135122.8035908298
2867,166902.32497531112
1668,98889.56312602058
1161,207301.0163229354
2122,183576.05250647652
2539,140721.4343759187
1047,153209.32007662684
1445,115455.67135146837
541,96751.15229096684
569,204576.55071985588
1276,128277.93549902547
918,158797.84335243554
326,169223.06419344302
1936,117659.1236738211
895,72012.9712635581
257,141444.8407998999
1241,172876.30519880823
1545,134127.2483491933
1189,177311.58929036674
270,148725.595391362
2066,243462.536180985
693,127705.36349444087
1259,205052.1873825951
2916,138523.47363814845
2321,278819.71711196617
1977,101627.80465557442
1895,141075.91135146457
1240,156674.62922155112
85,150456.2192044403
1823,113674.95494542229
825,264821.7389538475
110,228334.93365238624
697,140511.4815471763
2297,70724.06663781963
1231,130911.04337686149
1355,139769.9431612293
968,304189.2555671361
584,250219.5582779174
1315,118586.23745229759
1606,153202.72253191244
206,119301.84688149777
1685,300831.1610762779
2016,125644.5683634617
869,235593.80843321412
2135,108610.00735630837
2346,200026.1733630219
2430,233730.77735345688
2198,78594.55612018841
2652,128535.34965652903
27,102975.90577735189
241,171544.68278845612
906,106446.57065030707
1506,94572.51837654879
2098,365415.8382503331
1435,220621.97071399092
2213,115543.59237886334
1274,167653.0822292628
743,-2692.597245348181
1737,195181.5233716144
2797,289993.75411967793
2185,73885.3466818971
58,197910.8110261944
830,219320.85589688347
808,152755.82017065593
680,159938.6301440267
1153,109410.1654076949
1291,159187.81823786313
1818,192682.15741724914
2161,213411.24255924224
1883,114559.91481502158
350,301403.41591710935
2473,120642.08946970424
295,194213.32138325792
293,219215.26293189015
859,111486.00269315559
288,49949.000441990866
1578,153345.43841740748
102,194959.09645400086
2831,189939.1140765279
1030,174265.31029584896
2551,123492.210870938
1286,179984.74072412803
958,304473.04484396684
776,128129.83448147555
72,200648.4653911094
2263,253015.96476713943
1866,154365.2311527874
2876,53925.87104626991
2146,276276.5013412757
103,215436.04316073967
1500,167992.87596187933
492,194989.61291767572
167,121794.36550468602
2597,105070.15348549066
2685,97509.6796814825
1035,151494.09248456365
1220,36582.59406696691
2602,178059.9050283159
2159,226765.00469663358
695,193272.28492920747
1109,252852.10847937028
640,196825.46148517833
1652,160666.55236628625
2090,198842.44957556788
1188,177233.3626962374
2345,260745.70295263472
1059,356375.13225894864
2751,254874.60257514054
128,205772.24891151383
1523,215834.48796611352
2925,154245.6370653734
2145,298601.14800544933
1121,233504.6873018081
566,301160.0898145834
565,225777.6497335671
1331,141896.45362893585
2928,85853.02993027974
156,143121.29312784504
797,148841.38091386828
327,84678.90879688917
2859,148079.24496586854
1453,95838.84000019192
1762,327035.1612306796
1868,211459.47448773554
1760,190667.0583630801
1113,260290.54950667376
1812,200987.9899015243
117,168168.03144364737
1142,212624.02491308248
2342,308946.4927008267
927,122378.19158842987
2478,216415.67089354387
655,48385.234112361184
2064,110428.5509886699
369,219077.48504759828
2239,120156.47768943626
2732,198126.5521647811
1653,164783.1408111386
959,232066.21096497477
2395,309428.84369568835
1412,87787.91372237333
271,253119.1935578946
1484,148725.595391362
1497,120782.4899018961
552,208031.12763676923
2,125899.29307778165
1855,262037.09354935927
4,243932.82706369553
2292,159760.05510740573
134,107216.23223142541
646,102949.21828259512
42,281843.10923046776
532,231439.24973787
713,105034.56298240072
2561,118723.53609982546
2360,119469.5647842844
1333,119676.47488992068
1407,230994.81034106086
2892,278957.8895017755
574,254201.93691445483
1227,184278.43892331363
2591,245996.14117359568
1476,217955.00397064528
1125,268005.47905580845
1446,118382.42425171047
408,128239.63390614887
1101,303316.61055439623
2251,169933.7458518059
373,200495.30563668246
2554,96747.41196844987
2382,265987.6839390868
1985,77744.12267107127
519,240674.24992141034
1093,209913.2467206422
864,271731.522446526
2889,154582.22946020486
2308,187196.70011375353
986,153931.87072961545
1302,163179.94790485012
585,159908.8275330915
2708,135769.21772771163
147,110539.94337707204
1441,223631.91552387958
383,186490.14299963895
285,143469.1830728911
181,113634.48706226597
358,176848.90800190816
780,155106.19043909071
258,218776.4363798938
1865,240816.48232298766
692,140025.68024058803
2902,299735.77738634264
508,277833.4782040715
2638,138358.087491603
36,173073.02981858642
611,170796.29580504016
2281,117804.42706299154
1678,134303.43654084764
1696,352738.0549601845
1557,84024.68136080336
2180,172649.96506020855
1726,227709.17426554632
951,139502.6681897893
267,246858.6381169174
2706,113740.05573560465
2221,210947.7697132698
1357,195447.250314831
2901,284215.43205405003
347,206286.63684560434
2164,212663.9976160463
1586,301123.791471687
360,163423.339559222
1769,242899.1531715973
2617,193782.5657420829
1879,153765.80650447088
991,212079.37445543133
1535,109984.9276773693
1191,158469.18189281836
1579,228885.39791023615
1882,131394.1446215371
1510,134975.54199878505
2196,192435.36969984483
1845,182538.9185765332
2336,344920.8663534684
942,98164.7497363807
861,107784.59996688501
2555,98520.92971693941
1392,133456.29736475262
2099,267832.6741595847
1543,141425.03382358924
948,254812.88037862311
1239,171199.59887965457
22,198815.60544275667
2796,258651.76549794542
2747,176924.59292756408
92,303451.74192539003
210,150525.02373989008
1858,225359.06305668104
2228,203929.38497176568
447,222025.33664251262
827,239861.25379975437
1649,235167.39516877691
682,117762.22491370125
2698,118741.1312345031
494,198337.10732156332
214,96958.36992701417
2441,273024.8274926796
2679,108215.82660113869
1336,115041.2739589965
465,200005.1642555118
1524,152383.44047100018
2543,128081.43398534201
631,117028.81050750932
2452,314368.7882982352
228,169534.66368125356
126,164143.41232271757
1092,215218.65237700846
1122,206781.6802069113
932,198480.66085261214
1980,88093.17576090248
2171,98641.22376791095
551,174474.87566554447
2768,185008.68769580123
2056,102120.99066888356
1159,339099.7851731174
2645,154692.08542155588
1174,213529.69448528218
2266,209703.7138877717
2462,359114.31924884557
1219,127383.58048946982
2922,195972.7178730028
118,139342.12091134166
474,185095.83607414667
2576,140761.18255943185
872,262735.4694100392
1077,228920.639654994
1536,127071.80241105428
1150,118185.69700337862
2341,280644.7311746807
1931,123833.58460384933
2785,100803.66555795829
2538,113742.46503176838
597,229098.44110180443
464,214411.06664500726
233,209867.60281455432
2169,116965.78804002733
2123,190605.8932435959
1867,168324.27532843567
137,259100.22658097412
515,252137.34520664465
933,140697.13771694392
2784,181164.85223710156
972,176748.97672857656
599,165230.37328075824
2614,126354.14467902553
2582,136661.37829261587
1409,172444.97534701639
175,100434.47371899417
352,241497.53056838602
976,82492.264694975
2134,218125.0163934084
984,89236.92111717549
2396,304795.1454303806
1673,161392.17212240215
404,131211.75740668547
607,160917.66381987144
814,156358.9833358507
868,224344.13811290104
2271,189806.44848728133
1633,251750.89087714322
337,240043.6690469563
2765,149151.79090900018
1746,233333.80736922804
368,285480.3426190306
2806,219768.3583768008
1662,209061.45467451945
1234,209209.79292570162
1373,114234.97822358574
1672,90165.8309649829
1939,113227.29900425985
