date,latitude,longitude,wnvpresent,preciptotal,tavg*wetbulb,wetbulb*dewpoint,tavg*wetbulb*dewpoint,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS,species_UNSPECIFIED CULEX
2007-06-05,41.906638,-87.701431,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.723195,-87.64997,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.868077,-87.666901,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.868077,-87.666901,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.869216,-87.627561,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.662014,-87.72460799999998,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.662014,-87.72460799999998,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.662014,-87.72460799999998,0.0,0.345,2909.75,2446.25,138213.125,1,0,0,0,0,0,0
2007-06-05,41.961743,-87.76007,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.961743,-87.76007,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.953067,-87.776792,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.953067,-87.776792,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.878114,-87.629798,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.958271,-87.702575,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.958271,-87.702575,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.932094,-87.700117,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.994469,-87.667736,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,42.006858,-87.675919,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.916265,-87.800515,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.916265,-87.800515,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.846075,-87.716277,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.918705,-87.752329,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.682587,-87.707973,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.682587,-87.707973,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.725517,-87.61425799999998,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.948167,-87.730698,0.0,0.345,2909.75,2446.25,138213.125,0,1,0,0,0,0,0
2007-06-05,41.948167,-87.730698,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-05,41.963976,-87.69181,0.0,0.345,2909.75,2446.25,138213.125,0,0,1,0,0,0,0
2007-06-26,41.95469,-87.800991,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.95469,-87.800991,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.95469,-87.800991,0.0,0.08,5868.0,4968.0,404892.0,0,0,0,1,0,0,0
2007-06-26,41.994991,-87.769279,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.994991,-87.769279,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.974089,-87.824812,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.9216,-87.666455,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.9216,-87.666455,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.891118,-87.65449100000002,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.891118,-87.65449100000002,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.867108,-87.654224,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.896282,-87.655232,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.919343,-87.694259,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.688324,-87.676709,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.688324,-87.676709,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.731922,-87.677512,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.891126,-87.61156,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.891126,-87.61156,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.999129,-87.795585,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.999129,-87.795585,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,42.01743,-87.68776899999997,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,42.01743,-87.68776899999997,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.944869,-87.832763,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.944869,-87.832763,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,42.011601,-87.81150600000002,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,42.011601,-87.81150600000002,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.94983,-87.69845699999998,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.979243,-87.750938,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.986921,-87.689778,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.986921,-87.689778,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.906638,-87.701431,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.906638,-87.701431,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.868077,-87.666901,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.868077,-87.666901,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.868077,-87.666901,0.0,0.08,5868.0,4968.0,404892.0,1,0,0,0,0,0,0
2007-06-26,41.662014,-87.72460799999998,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.662014,-87.72460799999998,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.662014,-87.72460799999998,0.0,0.08,5868.0,4968.0,404892.0,1,0,0,0,0,0,0
2007-06-26,41.961743,-87.76007,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.961743,-87.76007,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.953067,-87.776792,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.878114,-87.629798,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.958271,-87.702575,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.932094,-87.700117,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,42.006858,-87.675919,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.916265,-87.800515,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.916265,-87.800515,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.682587,-87.707973,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.682587,-87.707973,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.963976,-87.69181,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.953705,-87.733974,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.964242,-87.757639,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.990284,-87.797127,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.990284,-87.797127,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,42.008314,-87.77792099999998,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.991429,-87.747113,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.843811,-87.686763,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.921177,-87.79518,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.852652,-87.719887,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.852652,-87.719887,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.857402,-87.694991,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.868142,-87.696269,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.868142,-87.696269,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.846283,-87.656913,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.721474,-87.648064,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.869107,-87.69629300000003,0.0,0.08,5868.0,4968.0,404892.0,1,0,0,0,0,0,0
2007-06-26,41.719059,-87.675088,0.0,0.08,5868.0,4968.0,404892.0,0,1,0,0,0,0,0
2007-06-26,41.719059,-87.675088,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-26,41.966987,-87.674677,0.0,0.08,5868.0,4968.0,404892.0,0,0,1,0,0,0,0
2007-06-29,41.95469,-87.800991,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.974089,-87.824812,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.974089,-87.824812,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.891118,-87.65449100000002,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.921965,-87.632085,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.688324,-87.676709,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.688324,-87.676709,0.0,0.0,3778.25,3302.25,209692.875,1,0,0,0,0,0,0
2007-06-29,41.862292,-87.64886,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.731922,-87.677512,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.999129,-87.795585,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,42.01743,-87.68776899999997,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,42.01743,-87.68776899999997,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.907645,-87.760886,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,42.011601,-87.81150600000002,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.986921,-87.689778,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.986921,-87.689778,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.801498,-87.763416,0.0,0.0,3778.25,3302.25,209692.875,1,0,0,0,0,0,0
2007-06-29,41.723195,-87.64997,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.868077,-87.666901,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.868077,-87.666901,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.868077,-87.666901,0.0,0.0,3778.25,3302.25,209692.875,1,0,0,0,0,0,0
2007-06-29,41.662014,-87.72460799999998,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.961743,-87.76007,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.953067,-87.776792,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.878114,-87.629798,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.958271,-87.702575,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,42.006858,-87.675919,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.916265,-87.800515,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.916265,-87.800515,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.682587,-87.707973,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.948167,-87.730698,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.990284,-87.797127,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.991429,-87.747113,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.857402,-87.694991,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.857402,-87.694991,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.721474,-87.648064,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.721474,-87.648064,0.0,0.0,3778.25,3302.25,209692.875,1,0,0,0,0,0,0
2007-06-29,41.923738,-87.785288,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.970248,-87.787992,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,42.010412,-87.66214000000002,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.89923,-87.716788,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.89923,-87.716788,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.692555,-87.598865,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.692555,-87.598865,0.0,0.0,3778.25,3302.25,209692.875,0,0,1,0,0,0,0
2007-06-29,41.94016,-87.794896,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-06-29,41.903002,-87.68826700000002,0.0,0.0,3778.25,3302.25,209692.875,0,1,0,0,0,0,0
2007-07-02,41.95469,-87.800991,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.95469,-87.800991,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.994991,-87.769279,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.994991,-87.769279,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.974089,-87.824812,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.9216,-87.666455,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.9216,-87.666455,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.891118,-87.65449100000002,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.891118,-87.65449100000002,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.867108,-87.654224,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.921965,-87.632085,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.921965,-87.632085,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.688324,-87.676709,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.688324,-87.676709,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.731922,-87.677512,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.731922,-87.677512,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.731922,-87.677512,0.0,0.0,3919.5,2925.0,195975.0,1,0,0,0,0,0,0
2007-07-02,41.891126,-87.61156,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.891126,-87.61156,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,42.01743,-87.68776899999997,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.98196400000001,-87.812827,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.944869,-87.832763,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,42.011601,-87.81150600000002,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.94983,-87.69845699999998,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.986921,-87.689778,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.986921,-87.689778,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.986921,-87.689778,0.0,0.0,3919.5,2925.0,195975.0,1,0,0,0,0,0,0
2007-07-02,41.723195,-87.64997,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.868077,-87.666901,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.868077,-87.666901,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.869216,-87.627561,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.662014,-87.72460799999998,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.662014,-87.72460799999998,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.662014,-87.72460799999998,0.0,0.0,3919.5,2925.0,195975.0,0,0,0,1,0,0,0
2007-07-02,41.953067,-87.776792,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.953067,-87.776792,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.878114,-87.629798,0.0,0.0,3919.5,2925.0,195975.0,0,0,0,1,0,0,0
2007-07-02,41.958271,-87.702575,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.994469,-87.667736,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.994469,-87.667736,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.916265,-87.800515,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.916265,-87.800515,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
2007-07-02,41.846075,-87.716277,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.918705,-87.752329,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.682587,-87.707973,0.0,0.0,3919.5,2925.0,195975.0,0,1,0,0,0,0,0
2007-07-02,41.682587,-87.707973,0.0,0.0,3919.5,2925.0,195975.0,0,0,1,0,0,0,0
